A_CpG_ID	TCGA-W5-AA39-01A	TCGA-3X-AAVB-01A	TCGA-W5-AA2I-01A	TCGA-W5-AA38-01A	TCGA-W5-AA2G-01A	TCGA-4G-AAZO-01A	TCGA-W5-AA2X-01A	TCGA-W5-AA2Q-01A	TCGA-ZH-A8Y4-01A	TCGA-ZH-A8Y5-01A	TCGA-W5-AA2U-01A	TCGA-W5-AA34-01A	TCGA-ZH-A8Y1-01A	TCGA-ZU-A8S4-01A	TCGA-W5-AA2H-01A	TCGA-ZD-A8I3-01A	TCGA-W5-AA31-01A	TCGA-WD-A7RX-01A	TCGA-W5-AA2O-01A	TCGA-3X-AAVC-01A	TCGA-ZH-A8Y6-01A	TCGA-3X-AAVE-01A	TCGA-3X-AAVA-01A	TCGA-W5-AA2W-01A	TCGA-W5-AA2R-01A	TCGA-ZH-A8Y8-01A	TCGA-YR-A95A-01A	TCGA-ZH-A8Y2-01A	TCGA-W5-AA2T-01A	TCGA-W5-AA2Z-01A	TCGA-W5-AA30-01A	TCGA-W5-AA36-01A	TCGA-3X-AAV9-01A	TCGA-W6-AA0S-01A	TCGA-4G-AAZT-01A	TCGA-W5-AA33-01A
cg23261820	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg23267554	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg23278018	0.8592787676529	0.787292885896111	0.86686617265505	0.777693485339899	0.908239520755078	0.905481205169604	0.828350037166442	0.81394038668865	0.941320587681809	0.929307596379901	0.909455942889532	0.915628647465514	0.841201578829347	0.913303128560439	0.795629771441126	0.868694334419839	0.85743112127755	0.858641188331896	0.918105281388973	0.817990777311148	0.868097285080627	0.77149885225892	0.927281533137869	0.914723910051213	0.85561091285317	0.862500049471876	0.936254332059749	0.905629740313213	0.938122802708215	0.888862472362182	0.755536093617934	0.874670130279571	0.681547156920136	0.878366977834293	0.894082353190272	0.776826535048156
cg23300865	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg23332005	0.913460249114346	0.923187134235558	0.909238096491706	0.894223814304197	0.935136327848306	0.925353278890061	0.951954142152332	0.926947849257292	0.921881693205037	0.949967819051965	0.930306117813569	0.93818108286448	0.907605546053981	0.920427931707496	0.910994031053227	0.880024541111543	0.893578408078954	0.867151889099816	0.907745721005471	0.886060551752686	0.883689656734002	0.917371126222209	0.941294682648434	0.939935799368	0.928714830444514	0.923715539867439	0.927832508698394	0.388431502318851	0.919853765402569	0.933252333142832	0.898576519767864	0.635289034068157	0.903752986626446	0.899920507167971	0.934132864174118	0.920542630694226
cg23334804	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg23336892	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg23338752	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg23406815	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg23413074	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg23414149	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg23430295	0.398352833081826	0.941462680383025	0.959017146137157	0.945295148442851	0.966925926052024	0.952765889213439	0.971837902093904	0.923424382773101	0.42360146254631	0.961690929371722	0.978442642143362	0.929300816030983	0.957209687746888	0.969461226208855	0.965820800808714	0.942888544587222	0.369003417491567	0.94958664563257	0.962294820986465	0.959859573356171	0.962588026773906	0.95151245034127	0.959426719687704	0.965451635294247	0.95144446118589	0.900418068528769	0.94478167516822	0.291447863015174	0.97281527998884	0.960809559597246	0.945478548682383	0.971626323842074	0.954293060458082	0.958579306984736	0.964818676529227	0.961066071486086
cg23493553	0.866931448999158	0.832695831378862	0.788131650685937	0.748827392632623	0.895159990255677	0.930065751503599	0.911916687403092	0.766591791466587	0.903764008791178	0.947165954052616	0.91651117070715	0.852741702140355	0.91505832820883	0.932230886108682	0.884066068301708	0.8024629803413	0.823162263184755	0.785335037269115	0.92551855015171	0.800433788259342	0.839441635749168	0.836433758125223	0.92273731880589	0.928819731104703	0.841273533284363	0.873042162377008	0.929613710070885	0.919105385056902	0.905196321287862	0.91520980191612	0.679292144499272	0.864843335338705	0.836052313136675	0.821813238676766	0.869059743958662	0.796969923088273
cg23516370	0.851426142229992	0.48540574216763	0.77174455987935	0.631101456476617	0.786839423892793	0.911699751363091	0.698570413197444	0.740705808106494	0.809862218554105	0.922904130971961	0.872974571310854	0.799461837956892	0.752202126976871	0.717832751501953	0.580344732069948	0.490756729729358	0.673325917923356	0.520562182952718	0.447292644599681	0.638268778186534	0.674850509792623	0.686888439515837	0.86514006299919	0.951551919417762	0.729715711882105	0.793197212222276	0.921498844718346	0.243017586920956	0.392252911398878	0.829345436100014	0.615131965154636	0.88556170608601	0.542749959643873	0.734069552367828	0.853672720719435	0.662179438778998
cg23531154	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg23542414	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg23545793	0.839283300948137	0.713502981307886	0.743755455475494	0.707235902345782	0.885785185067227	0.858616404080785	0.868014969756651	0.770502468993577	0.762427309930621	0.84192284853663	0.868359711455324	0.819823759307693	0.754900645814354	0.894849135045244	0.714441569257876	0.694985589624898	0.467834402784742	0.742729036320764	0.882569823064973	0.825054215057932	0.735074719645674	0.750883560374355	0.853532371074301	0.852447354754739	0.743286276804141	0.808181432406531	0.867627255701462	0.877516361225997	0.856381747516201	0.754575177299355	0.664661256733225	0.829034494020342	0.632179061639984	0.792039082768619	0.884291463451559	0.733489064182079
cg23614652	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg23642334	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg23652725	0.885875487277618	0.83609708141354	0.779844118776085	0.748525724385016	0.842742165294059	0.933681777259202	0.937249679979486	0.859390521416745	0.882102966773103	0.93230064337807	0.929610829559256	0.886113337967777	0.798799097886962	0.950554562764744	0.837904460206246	0.819556926413364	0.842935246868704	0.840956213937441	0.928152322514237	0.900726243323597	0.861771230796313	0.860205684799766	0.911629094219448	0.923672073538167	0.8854395148403	0.928481346031664	0.884407501535826	0.872535647105701	0.933987968427509	0.884713967031794	0.761943806373774	0.890866747677478	0.881331390480973	0.872026500601052	0.813046074172547	0.842143202328194
cg23685885	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg23726945	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg23816019	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg23860325	0.370725650493831	0.35457017110118	0.754409964265264	0.328094330817908	0.271516458701859	0.803284183885027	0.170499106525202	0.174791430838337	0.43534684903937	0.743924490077047	0.281080771202159	0.154688611696208	0.638953371854667	0.446014935340907	0.373956652745756	0.393731247388191	0.287535697252234	0.32552752872842	0.153165380999295	0.262495557354645	0.197227587508804	0.514404426704398	0.620262019639284	0.896112333732377	0.520451320799831	0.34806217459573	0.791779751066387	0.139306299487286	0.134983236948184	0.741520131797716	0.57470584850948	0.365804719734491	0.445499818141252	0.1583594056072	0.745365197891717	0.573131562940948
cg23861101	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg24003649	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg24012683	0.880403918452425	0.633420913949499	0.85808687110324	0.820156763856218	0.916538505597059	0.954926603279813	0.95859851651843	0.847534464628319	0.901980910135088	0.957479651015253	0.967434567731236	0.888893169103206	0.879977188570039	0.922241888501695	0.926693412564164	0.841930460952554	0.744855035172071	0.891069091364539	0.924836233888455	0.914155403584313	0.934021778073108	0.854191707883595	0.940172243770317	0.965984586903423	0.847799585696026	0.858770557323617	0.959507109031889	0.926335943953924	0.950544005361136	0.917801789682517	0.856494005693916	0.918664809417574	0.905951459915753	0.864204572202995	0.872521017858115	0.836698804433617
cg24026092	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg24027342	0.638661380117178	0.721790482973986	0.846447466559478	0.809334633392719	0.706054742725141	0.916762085390221	0.771395764143322	0.742227601614448	0.845692402590227	0.900410714073069	0.936801226526825	0.803841929281614	0.842593489393609	0.881291147329042	0.783700496453421	0.885729904463897	0.784119156374105	0.863011845978226	0.882803910316802	0.753745858811928	0.797732579886168	0.822085074205863	0.934474930075064	0.951623738264839	0.803521925177115	0.698105373634229	0.923003380948356	0.599021773851771	0.923897650895028	0.722095407827597	0.82045951742878	0.686515154261152	0.732921815998414	0.822479364577259	0.706838867148943	0.871605973393981
cg24048209	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg24056757	0.962869115704023	0.949779394060285	0.966292473310965	0.950665865571545	0.961697245940628	0.93066007866954	0.573020830742475	0.933865825050388	0.895677869084332	0.9225196268918	0.913802607714426	0.970977945422757	0.891277643056962	0.927295879601474	0.969675553889936	0.960954893893286	0.959988769291494	0.966514013529833	0.94275986318495	0.908736092454587	0.948000112014416	0.930566246915243	0.724546046225796	0.970837704861591	0.958361392992552	0.940812963457818	0.93934688912923	0.409520892572935	0.956110500869167	0.95521424734251	0.94972922109428	0.853042760816215	0.919156079769163	0.902112184789538	0.913141956581339	0.962350123657928
cg24063594	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg24073060	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg24094412	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg24162965	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg24170212	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg24176601	0.914707320289383	0.874823987052719	0.895211468413489	0.765499835022302	0.89682301350491	0.879580703624322	0.922356276902955	0.845062638177731	0.868090626370121	0.928575138365215	0.90244891609955	0.890631979360814	0.869466645617837	0.894718776238136	0.886086342278844	0.787326600187197	0.87433944885084	0.803916472918688	0.89860302700727	0.829391718537911	0.872582404363655	0.875211097270575	0.904242011252274	0.94137059168174	0.826729963262686	0.888017274693239	0.885742331614589	0.927256683965089	0.888272030516554	0.883587729728148	0.834723590740974	0.874494790475639	0.85041736014322	0.875080927426247	0.86816949421752	0.803707567358836
cg24217980	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg24251441	0.906169868659952	0.850606351233079	0.949072375784316	0.946156936674275	0.918609087847947	0.932141012445761	0.903139237959792	0.948317209160746	0.948555593426343	0.896887218222387	0.907697068816101	0.970154044578462	0.914904391352016	0.909857920264111	0.936566103924245	0.915809024013417	0.856018477390782	0.944801920688803	0.953395858569064	0.91741856420461	0.928008960252899	0.926419849488728	0.882835172834548	0.639213441054771	0.935177200411066	0.882550939104059	0.883700619236478	0.93253764332933	0.887206499813068	0.887672957167321	0.834025180954374	0.925132187633843	0.827402536698931	0.948552028229246	0.970881469344886	0.857526449509205
cg24279701	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg24284859	NA	0.777358107458979	0.684013397591787	NA	0.776727142494858	0.885101948677538	0.924542307153386	NA	0.846695244611288	0.865693348141574	0.898382881554192	0.822155832582043	0.755920442310383	0.880139230056655	NA	0.670913827276279	0.745956711577185	0.701528930482556	NA	NA	0.830534100389909	0.783539176547471	0.914169917644419	0.896571202685148	0.797459087716273	NA	0.868772940657497	NA	NA	NA	NA	NA	0.773553894074017	0.789689982623382	NA	0.739521440431094
cg24300962	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg24320065	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg24331317	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg24348466	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg24348786	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg24369233	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg24399529	0.730501006074166	0.233902701215288	0.562197530790707	0.460266052153334	0.699923708135441	0.464520529392288	0.174607770892586	0.14779562298288	0.0914089353774545	0.500792673260196	0.162653085479882	0.794691050083371	0.154216124231489	0.293303288243169	0.265113703178704	0.329741872960122	0.371620079544814	0.45741464250549	0.47879631365321	0.118536345117211	0.111275209295039	0.322177135548257	0.841218213852341	0.307947779220797	0.261253498798681	0.462450792380318	0.834666965015764	0.136505139466563	0.0829392284326662	0.177542318987471	0.21889653059348	0.19708953858588	0.335084291299847	0.86670090359109	0.231796781487663	0.423757703516205
cg24425968	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg24445752	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg24493925	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg24508547	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg24509591	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg24512770	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg24524735	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg24531568	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg24536474	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg24537973	0.716815729571692	0.632813265438984	0.826903557500229	0.586173432952671	0.527709014844346	0.903516715564065	0.366038352156192	0.768066648241091	0.815676023453249	0.888864898160258	0.572008876004064	0.496268904804619	0.778264039845603	0.630088295259434	0.669515820585894	0.686739031227324	0.641898527291429	0.740965351109577	0.818498968419174	0.387621137231552	0.827687171860627	0.746341184588839	0.844586174336843	0.916790050962016	0.736227682960546	0.495194565312963	0.803957745155489	0.283968347747193	0.656991559005137	0.816262357932867	0.647383082587845	0.718310997502483	0.60994847519423	0.696773264979756	0.819537100856108	0.732775321321434
cg24546349	0.53449856914605	0.551893263938123	0.792942835809351	0.611235289517094	0.636058512684414	0.856832929121884	0.315635209802783	0.814632185884702	0.750818571749286	0.835747685013437	0.779857805878604	0.738052644887034	0.748179642478747	0.35694923159358	0.577139720102113	0.701542196303007	0.484331530501772	0.650403049503844	0.804051016212503	0.610287148285666	0.540598872396817	0.671381638056511	0.745277080873587	0.834118121079491	0.678325346069161	0.605165188257877	0.802453974325705	0.479470078611139	0.721319734325781	0.769635331577984	0.664736269330783	0.742696821236596	0.562766496018831	0.581567433222291	0.796849113523116	0.664385737989008
cg24575638	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg24581736	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg24619998	0.88552232668577	0.812975713343314	0.855059468394207	0.813062946399653	0.898441993120908	0.911245197447905	0.870786617382557	0.846007500926724	0.857558324752406	0.934485675721965	0.880862308284333	0.888498295756101	0.872986157407825	0.796746943227346	0.768879278331851	0.771457902366079	0.872162999996692	0.821439608131956	0.906455695382721	0.83225429559883	0.906026301643114	0.810031317136745	0.87857197437113	0.921607596045416	0.774091371567489	0.895260095481522	0.915989455532679	0.905400816689125	0.889032915179646	0.876003379231828	0.793274357025139	0.896135826952035	0.794277992597976	0.873341170390862	0.90888773705677	0.786612983259383
cg24620463	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg24651708	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg24651790	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg24686187	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg24702069	0.845596943373497	0.149547109735244	0.600832620469857	0.482959650602342	0.673490054390242	0.781080886692564	0.612317863879126	0.11732574674633	0.148029996943596	0.890067369315138	0.589452464984802	0.602688990236822	0.163090008379109	0.172834709784434	0.31956285766098	0.549829097088595	0.546144244180815	0.312816753390639	0.750029279773986	0.218136298516132	0.150214841314647	0.264774181396151	0.800594973796573	0.646955246516434	0.211968884931593	0.386752258136846	0.910039483845605	0.52599211886715	0.787153281504937	0.528544918006664	0.384348707902704	0.722294694968665	0.302587873064328	0.592274558358513	0.8009385644207	0.486120167230444
cg24704082	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg24707982	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg24732062	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg24808545	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg24871371	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg24874998	0.24381840214239	0.405714225152142	0.848301054904077	0.599292468215724	0.398042316420017	0.71922866209797	0.205273541820211	0.532822766474593	0.369179074883709	0.906765603466181	0.528340053692262	0.185832900182877	0.454829148060701	0.455629623277593	0.467983426580586	0.355854101012272	0.304672169554284	0.299284860870659	0.204499888470115	0.205344375926553	0.264294037015185	0.441757274324349	0.336956366807883	0.88909690242324	0.530209843963443	0.420740974820227	0.854285205899342	0.270135281128584	0.176920183901613	0.788988847941834	0.542018538208816	0.29593973009543	0.446199207577058	0.251937276738553	0.863035379603614	0.440118356705446
cg24902362	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg24940155	0.726183061710258	0.370083366012318	0.645792012694707	0.530433833919069	0.615763811992274	0.127528096476884	0.316100647006492	0.248633648500934	0.21105740030755	0.490100963863593	0.663521740389105	0.3517489819116	0.56648606884348	0.595806233419332	0.537730223983241	0.457399355219859	0.598573171571979	0.632760848390376	0.757375866641653	0.529137820041523	0.452130045337246	0.443003320396517	0.745742092789608	0.483291714168193	0.369639792709736	0.619746076678473	0.772894184037538	0.264142751176028	0.721711276054017	0.319328446262368	0.52990099927325	0.479727435743627	0.491184455518431	0.629808082968425	0.757013461984088	0.435786595365869
cg24967487	0.25426471161199	0.474824934986729	0.711153632572356	0.404623540750493	0.310011319111591	0.560138893012129	0.552692041873448	0.804661272244967	0.519779231544256	0.584528888191572	0.21953190109676	0.525740011228121	0.294782384542993	0.333829517229194	0.434454928045625	0.56901336306928	0.475077769391824	0.374431084239092	0.129904991373744	0.401322745900554	0.165012901698074	0.444079670422804	0.606762094735511	0.509009370850466	0.539361525061481	0.356737063567872	0.520110837035258	0.218619523911176	0.200128217547895	0.241492930717955	0.377671021100924	0.223299609001529	0.372344335098233	0.269697370863462	0.343062916755686	0.588017174255001
cg25036886	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg25039837	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg25045882	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg25047058	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg25083596	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg25192591	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
