A_CpG_ID	TCGA-FF-8061-01A	TCGA-FA-A7DS-01A	TCGA-RQ-A68N-01A	TCGA-GS-A9TQ-01A	TCGA-FA-A4XK-01A	TCGA-FF-8046-01A	TCGA-FA-A6HO-01A	TCGA-FF-A7CW-01A	TCGA-G8-6325-01A	TCGA-G8-6324-01A	TCGA-GS-A9TW-01A	TCGA-GR-7351-01A	TCGA-GR-A4D9-01B	TCGA-GR-A4D6-01A	TCGA-GS-A9U4-01A	TCGA-FF-8062-01A	TCGA-GS-A9TV-01A	TCGA-FA-A4BB-01A	TCGA-RQ-A6JB-01A	TCGA-GS-A9U3-01A	TCGA-FM-8000-01A	TCGA-FA-A82F-01A	TCGA-GS-A9TT-01A	TCGA-VB-A8QN-01A	TCGA-FF-8047-01A	TCGA-GR-A4D4-01A	TCGA-GS-A9TZ-01A	TCGA-FF-8042-01A	TCGA-FF-A7CQ-01A	TCGA-FF-A7CR-01A	TCGA-GR-A4D5-01A	TCGA-G8-6326-01A	TCGA-FF-8041-01A	TCGA-G8-6906-01A	TCGA-GS-A9TY-01A	TCGA-FF-A7CX-01A	TCGA-FA-8693-01A	TCGA-GS-A9TX-01A	TCGA-FA-A6HN-01A	TCGA-G8-6907-01A	TCGA-GS-A9TU-01A	TCGA-FA-A7Q1-01A	TCGA-RQ-AAAT-01A	TCGA-G8-6909-01A	TCGA-GR-7353-01A	TCGA-G8-6914-01A	TCGA-FF-8043-01A	TCGA-FA-A86F-01A
cg19761060	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg19761271	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg19785312	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg19789336	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg19840093	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg19863964	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg19883843	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg19887883	NA	0.883158809105527	0.848851453683117	NA	NA	0.836264013141228	0.902375037956727	0.905033733915079	0.930476786182993	0.773256153883805	0.632577900428622	0.830721698496328	0.422590245654287	0.907719689565588	0.940220377003994	0.760762631909541	NA	0.869045492439658	0.911724386748835	0.877919869768477	NA	NA	NA	0.777811776849634	0.896880946907055	0.802413185304122	0.882708595325102	NA	NA	0.776695003472273	0.89558437657008	0.898193428092933	0.89031586245919	0.906734239871654	0.910071670232915	0.859508475725976	0.934897417872931	0.848247468314819	0.715606229201076	0.642525266264984	0.867011524320329	0.845335098562022	0.923415600627789	0.859592053718379	0.861140297758569	NA	0.678220923343923	0.837950890729034
cg19925178	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg19929302	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg19950846	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg19979222	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg19988798	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg20006652	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg20010076	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg20019560	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg20029324	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg20052431	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg20056341	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg20149922	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg20150443	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg20165732	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg20200361	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg20246277	0.586748784824086	0.316219490984804	0.594668923509576	0.189774761373319	0.394905659368242	0.421449062890769	0.728359832476619	0.626445665147554	0.872557690263456	0.751028010319656	0.510839582882463	0.439403754307856	0.40900166611751	0.488752944555377	0.754132373366797	0.659706777271188	0.828142332027393	0.674408453074831	0.319398686343424	0.533301579073846	0.273784032886567	0.36467452258397	0.174737861307649	0.452315470123184	0.171340709572517	0.882371666575695	0.410300080168733	0.263771885863218	0.433175874861098	0.455998343447438	0.687900399214203	0.799724164176498	0.435147982434901	0.529488502931293	0.299152536564032	0.540907886507414	0.512689382521362	0.597519039997833	0.546711765811511	0.162176192985151	0.429869250950108	0.188770975525998	0.188070425492141	0.449494664933774	0.393671268655106	0.747526835858519	0.204139067890357	0.645871501782707
cg20262540	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg20284705	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg20331613	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg20364241	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg20365687	0.885479689752043	0.591771858835158	0.589996853413214	0.621373690189429	0.300405692416966	0.851846069097488	0.788920425933217	0.603165783435187	0.601655908189766	0.604680472418777	0.396046664645779	0.771309407258001	0.80744440321685	0.827796220728526	0.665269133734717	0.580815676818483	0.656926568905126	0.703393603807524	0.591369344522924	0.776290997567334	0.577001349606437	0.580453545162939	0.903279569547683	0.633784467372245	0.873555873758413	0.826302677222088	0.659954558392064	0.881797103028736	0.581603486960112	0.83342098449477	0.722654921603336	0.671850547103399	0.672082415233896	0.818057936358235	0.294150593079458	0.882420220228664	0.779810349888516	0.700591594687751	0.431233489517316	0.868909522886706	0.852044498912863	0.561313441545333	0.893182297957611	0.625110896088002	0.610708174303526	0.598055485289855	0.260307333927626	0.741277928809063
cg20386784	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg20449764	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg20453820	0.898749209828488	0.547966105771517	0.5513826443434	0.485594097265983	0.118754502536434	0.722413930938274	0.852544611193557	0.894290949087166	0.850122240029346	0.849006157188813	0.867178213056095	0.874714472903682	0.599526935108969	0.914373313410209	0.905910070689631	0.90129347046099	0.863834096008513	0.755364434334993	0.846570098823651	0.823124083223174	0.185162725047239	0.584314215576326	0.559530790395271	0.72075191519428	0.909742889014511	0.506639753899371	0.694331731805497	0.534477646591507	0.450224428184826	0.617627728096996	0.677069435408641	0.885642611107891	0.821511795022131	0.679349751530126	0.900971528327884	0.8364435506216	0.899898573113863	0.836722778713799	0.507307519605553	0.902078539598039	0.657487228121374	0.542415359556174	0.861103562281222	0.743318099756696	0.875108970237185	0.912981694805994	0.210290389568863	0.771350669855777
cg20465830	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg20492230	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg20494576	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg20494682	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg20529334	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg20602628	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg20621459	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg20637223	0.932963747044888	0.856589924678595	0.591356908782778	0.883908996777392	0.632709589580786	0.954367962932541	0.923866118971923	0.904327726706929	0.932620756668441	0.894370799684372	0.894502301649352	0.927087358459703	0.853371649726643	0.895300433301301	0.881701694685616	0.918837002775808	0.815714607864569	0.927785316430684	0.951744814429471	0.909840320159091	0.937897694332497	0.895281529893209	0.927791496329139	0.891443987939532	0.625422664477939	0.897316103108082	0.917942297315627	0.926638605494788	0.444191639792663	0.839456628974786	0.901588648082616	0.845554188123187	0.948841810280882	0.947943039476864	0.947309379191254	0.84906579112354	0.885935441857402	0.873675158906789	0.737710814570949	0.962939749639243	0.839171161217245	0.889062692089565	0.947376922495899	0.940028853229925	0.948225913958347	0.716399179857148	0.920986695615262	0.757774760079589
cg20643159	0.950032361643108	0.929314991899788	0.939628274542177	0.941429840327388	0.505253337577723	0.953596565992697	0.94783914297154	0.87649947357076	0.931119666006262	0.937715363114595	0.941592754039616	0.950881238960807	0.929402911616628	0.940072279797163	0.907903023010614	0.92254099174366	0.916829057692463	0.944411908112012	0.953671241712316	0.873004233755222	0.954807618913851	0.901579323684195	0.945498816807119	0.92986116537618	0.952016604266975	0.704780711792992	0.945314341068005	0.955302639621547	0.845133237565817	0.929953812660275	0.9340416603522	0.925613164793553	0.955986387387857	0.958357308190465	0.641896376233559	0.946393683564693	0.957869248169493	0.905943242458578	0.671388090536443	0.930346822273808	0.941795642410206	0.942626929078467	0.952001451921673	0.950814238693333	0.951520677576822	0.821912023072656	0.505288367410816	0.925605853351932
cg20664109	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg20689978	0.873010334675712	0.913185073935499	0.839593345749616	0.743657386045546	0.85286790236732	0.699872652553771	0.838086039991928	0.900506490277847	0.80740570616116	0.856480524673848	0.890919012637891	0.734069931450859	0.873757407963634	0.860959118600101	0.834182375660352	0.802792469388799	0.905640131840517	0.839506663384529	0.838962315107246	0.812582046412388	0.865683988509837	0.867089270035334	0.867081315119694	0.874927596260481	0.873766906139009	0.889554338109926	0.920256997376367	0.861378227946617	0.844733757216992	0.870851244502068	0.777729907540356	0.836917452701778	0.842061636319636	0.860818922902261	0.899938170465745	0.875614688737871	0.812915854875748	0.917135283418152	0.62084610454469	0.567393618771824	0.889161861454836	0.8323483205897	0.831670192290345	0.648440050140269	0.578229080238181	0.731458830160337	0.543596007323411	0.874101759391863
cg20706620	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg20747789	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg20756175	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg20786740	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg20803423	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg20808224	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg20823181	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg20834966	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg20836993	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg20854374	0.593674634291996	0.930841161872505	0.560457673303334	0.931238940579017	0.289160212336699	0.948033294311904	0.802845402007136	0.920879869739732	0.900559451841119	0.911626100119317	0.551019674924317	0.920055971084323	0.906070340840043	0.920297128714253	0.783965374924735	0.879729495161134	0.95172533570242	0.766978911929986	0.643544658714281	0.82382829638465	0.937854384487835	0.785567918410889	0.934321668805447	0.940071071223202	0.949578051180814	0.435693970368112	0.920246655662204	0.625417094145297	0.49234191725298	0.655887198136704	0.898402694450864	0.883321383581081	0.38420242732866	0.605810229913535	0.81082927838195	0.935188126139893	0.832019828032735	0.762357513730311	0.880059068613194	0.927112855184481	0.733936465243816	0.636781806977895	0.905785194617235	0.618837541903172	0.498986163164549	0.881006495675375	0.591816955231225	0.846891463728318
cg20919914	0.965668541624182	0.971798072212425	0.950446185750602	0.967866550760837	0.946199374878505	0.971428916375714	0.956947011552106	0.966641674357034	0.966983133453493	0.964287490743501	0.962410800158127	0.938069204450685	0.949406868436022	0.966515540307572	0.936380770149572	0.961444295211724	0.976779846669628	0.955031487821533	0.962388240413931	0.956391922625299	0.956323856719602	0.964622441726773	0.966431788357661	0.954691240875659	0.963197750226874	0.96177097909762	0.957734671148296	0.963997482783909	0.975518826861406	0.952737886186958	0.963238459256108	0.961754286753665	0.955272705150642	0.960994821802645	0.957724584672202	0.97781368653798	0.951599346926702	0.970693514488627	0.941012559450359	0.960909209374297	0.967756706797738	0.956996594231972	0.964048035885508	0.954989639325183	0.924579191673802	0.961532129919437	0.912818790415285	0.97154358582144
cg20955027	0.884129485812781	0.912433377043498	0.939939165417296	0.940229915012012	0.91248767380502	0.945774496604338	0.946050943941983	0.92804925673342	0.929010157432653	0.933516273503852	0.934869547220294	0.94228635696455	0.921513181376969	0.929953998720857	0.925136575609927	0.933664190397589	0.909042747225535	0.856827436739441	0.944752878224874	0.915346893683292	0.949030566447512	0.756395538121385	0.874085325160897	0.801165143417369	0.276963851452994	0.950478955838392	0.952773145843885	0.940883769943793	0.914819096985203	0.585767998097274	0.933914814352424	0.919513111249835	0.939445903792757	0.944417028359108	0.943875477792393	0.928982451354697	0.939851032866458	0.94640788686199	0.935894964894565	0.950223934183014	0.927320456873186	0.920854513627941	0.955446025100775	0.959673961862264	0.939095161350131	0.797547194028233	0.941139965979629	0.936928883288955
cg20970685	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg20979307	0.984613307714107	0.987025119968776	0.931507057763629	0.983686854573033	0.967370661641862	0.982571647710293	0.983014091663002	0.982728016289444	0.981144395623609	0.983779566446643	0.963995060284904	0.976900083560529	0.982979878010743	0.985031731487858	0.968541834410526	0.971677120233893	0.980028529151052	0.969357281867518	0.978474209820055	0.975626338259393	0.975490222639453	0.983592274385068	0.977545823413755	0.978511324765933	0.976031112918111	0.972002112932341	0.969510745026101	0.985432156823715	0.98201386962897	0.98282893764403	0.975229071301187	0.976896885766885	0.948817829908903	0.983921091994954	0.978805430944438	0.984855837743019	0.968209444595235	0.981271455742364	0.888024482236119	0.975501898357365	0.98214229625807	0.965837211708582	0.922506438302193	0.92269687649037	0.76336576651152	0.954489411935275	0.976212181591493	0.984086975332721
cg20994227	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg21004684	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg21046959	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg21049302	0.917455767340713	0.202915232074017	0.289907174486158	0.136648884062784	0.195659814699959	0.311347939044086	0.253438371539734	0.36423234844216	0.641419062703868	0.371716185761402	0.398914888642371	0.345655166705551	0.280474115478436	0.23796711381443	0.803332732410537	0.364512749776377	0.537410377930395	0.430526098016232	0.179424295426901	0.506442415484997	0.182876740127401	0.165474968666965	0.0912525451455124	0.452845328672962	0.0931414325540812	0.312684814868896	0.230654675807312	0.26933849210999	0.352659081910742	0.313204996800572	0.483117647974048	0.327495570417069	0.207286296166314	0.169024401738119	0.124363271923265	0.0951943326276397	0.33078599891878	0.432005070153364	0.504811189393298	0.187821220230908	0.310000368795815	0.0730031940386096	0.19628226005754	0.240267823214507	0.70435245189677	0.649610779188084	0.144230987923249	0.568876760205543
cg21053644	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg21071940	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg21078247	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg21101714	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg21125095	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg21126306	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg21160516	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg21169995	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
