A_CpG_ID	TCGA-MQ-A4LP-01A	TCGA-TS-A7P3-01A	TCGA-LK-A4O0-01A	TCGA-3H-AB3S-01A	TCGA-LK-A4NW-01A	TCGA-3H-AB3L-01A	TCGA-SH-A7BC-01A	TCGA-LK-A4O6-01A	TCGA-SH-A7BH-01A	TCGA-SC-A6LM-01A	TCGA-TS-A7OZ-01A	TCGA-ZN-A9VW-01A	TCGA-SH-A9CU-01A	TCGA-LK-A4NY-01A	TCGA-SC-AA5Z-01A	TCGA-XT-AASU-01A	TCGA-3H-AB3O-01A	TCGA-SC-A6LQ-01A	TCGA-3U-A98I-01A	TCGA-MQ-A6BN-01A	TCGA-NQ-A57I-01A	TCGA-UT-A88D-01B	TCGA-UD-AABY-01A	TCGA-3U-A98F-01A	TCGA-MQ-A4LI-01A	TCGA-UD-AAC5-01A	TCGA-YS-A95B-01A	TCGA-UD-AAC4-01A	TCGA-MQ-A4LM-01A	TCGA-MQ-A6BS-01A	TCGA-MQ-A4LV-01A	TCGA-3H-AB3K-01A	TCGA-TS-A8AY-01A	TCGA-UD-AAC1-01A	TCGA-MQ-A6BL-01A	TCGA-3H-AB3T-01A	TCGA-3U-A98H-01A	TCGA-LK-A4O7-01A	TCGA-TS-A8AI-01A	TCGA-TS-A7P8-01A	TCGA-UD-AABZ-01A	TCGA-UD-AAC6-01A	TCGA-UT-A88G-01B	TCGA-LK-A4O5-01A	TCGA-ZN-A9VS-01A	TCGA-TS-A7P6-01A	TCGA-UT-A88E-01B	TCGA-TS-A8AS-01A	TCGA-ZN-A9VO-01A	TCGA-UT-A88C-01B	TCGA-MQ-A4LJ-01A	TCGA-TS-A7P7-01A	TCGA-UT-A97Y-01A	TCGA-YS-A95C-01A	TCGA-LK-A4NZ-01A	TCGA-SC-A6LP-01A	TCGA-3U-A98E-01A	TCGA-MQ-A4LC-01A	TCGA-ZN-A9VP-01A	TCGA-3H-AB3M-01A	TCGA-SH-A9CT-01A	TCGA-NQ-A638-01A	TCGA-SC-A6LN-01A	TCGA-YS-AA4M-01A	TCGA-LK-A4O4-01A	TCGA-UD-AAC7-01A	TCGA-MQ-A6BR-01A	TCGA-TS-A7OY-01A	TCGA-TS-A7P1-01A	TCGA-MQ-A4KX-01A	TCGA-LK-A4O2-01A	TCGA-SH-A7BD-01A	TCGA-TS-A7OU-01B	TCGA-3U-A98J-01A	TCGA-TS-A8AF-01A	TCGA-SC-A6LR-01A	TCGA-3U-A98G-01A	TCGA-3H-AB3U-01A	TCGA-3U-A98D-01A	TCGA-3H-AB3X-01A	TCGA-TS-A7PB-01A	TCGA-ZN-A9VV-01A	TCGA-MQ-A6BQ-01A	TCGA-TS-A7P0-01A	TCGA-TS-A8AV-01A	TCGA-ZN-A9VU-01A	TCGA-ZN-A9VQ-01A
cg19665882	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg19674688	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg19677184	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg19677830	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg19716125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg19718662	0.907648088387261	0.880365569820692	0.687221226042048	0.854180982519301	0.784724774782488	0.837950842167701	0.68865496617711	0.754013309560008	0.112688284560229	0.900588211666631	0.797894159229911	0.872591198379341	0.903434509783282	0.899364525404038	NA	0.794849937936275	0.719478642504689	0.759836876529303	0.860427200008785	0.88738807640064	0.363112685653235	0.74388571332362	0.866933483069948	0.54963666981939	0.885267208601872	0.897142433533589	0.867376858580145	0.887191381043344	0.756964704146565	0.917904122161635	0.837911084062539	0.898946748873749	0.871075285474451	0.795570826478299	0.608682940152814	0.715123229458592	0.788879890503961	0.917715154546447	0.854920011450658	0.357348981524522	0.911690181177915	0.881673902583103	0.859275401269987	0.886071367394043	0.829456547923957	0.883981760828878	0.911767535761236	0.72767949908417	0.860163913265804	0.834720153729693	0.900016920624897	0.806257561812526	0.774357586402156	0.912320206932474	0.738948360690345	0.748565000054097	0.871283515545169	0.903155239593998	0.361139737729972	0.892762392392871	0.854551157428226	0.913764274498843	0.848758881627171	0.762214351624798	0.682153321295241	0.853720255405908	0.873044654229678	0.795096279328358	0.73267562985738	0.753201122477474	0.851062105967407	0.946001854142938	0.872738673984283	0.84889522915847	0.902603338145625	0.895604078149636	0.60717598101352	0.881571212453203	0.728296274308477	0.651130651839816	0.859406990794668	0.921961348728625	0.893755096063831	0.606245562467865	0.634067374654847	0.881076766585418	0.927949283030958
cg19761060	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg19761271	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg19785312	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg19789336	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg19840093	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg19863964	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg19883843	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg19887883	0.641097241432536	0.859441708836954	0.910702477091701	0.837738955881903	0.78900076216491	0.759720361025965	0.888599720665603	0.918850872708842	0.693698997394716	0.901978331506319	0.838795669570605	0.832833565154528	0.860860769130523	0.906327713638345	0.852855969647782	0.907904015192273	0.900805720501724	0.887748934208255	0.893115893499949	0.927973095422192	0.893232380921988	0.894285240781436	0.861018920643644	0.81658742126966	0.926068866296831	0.902348355998348	0.846874984103793	0.903463892415408	0.914438688223632	0.925037065732404	0.919763838419808	0.921507644166753	0.812683033547266	0.884611187126765	0.897664198239433	0.872095879611936	0.829529116028133	0.936312045428977	0.850334512154985	0.913297821596337	0.592841172123318	0.859515250627262	0.912024887078213	0.890001280582314	0.908650127186528	0.777824767816858	0.877107767349798	0.89075539407116	0.857931076880566	0.914699068012823	0.934892876681136	0.858180761292538	0.880360854726475	0.769984837425627	0.895483073515796	0.817133156568324	0.911947184987342	0.914396266438649	0.847716148186458	0.873632150820958	0.845286918006818	0.885848253714745	0.881899069225263	0.903038501663507	0.932021086588785	0.818830828414335	0.849100458717026	0.882011683293122	0.877890211839021	0.877575798869384	0.928578653817964	0.927966066732291	0.865311775582386	0.873632774629037	0.886145870310891	0.906089651550229	0.891354811763434	0.917917896824492	0.765375474790986	0.921546004500404	0.914362390848732	0.886112173635008	0.914080895427485	0.930944977435597	0.868017932715538	0.883245585202096	0.894145348246749
cg19925178	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg19929302	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg19950846	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg19979222	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg19988798	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg20006652	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg20010076	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg20019560	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg20029324	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg20052431	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg20056341	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg20149922	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg20150443	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg20165732	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg20200361	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg20246277	0.561161921809787	0.905340701729135	0.731903965855405	0.78621005673187	0.461622213207411	0.420228638193668	0.813087859468587	0.914405092536163	0.291788796703511	0.921675015108574	0.884973853044765	0.573497402307799	0.89836553734723	0.930352608459779	0.717324280893555	0.884861230706336	0.84005110028415	0.825285653593073	0.931204745492215	0.941442356078281	0.482491358961805	0.831512004342562	0.947673161263611	0.87759281357964	0.941325967523407	0.916244228825343	0.925772945161831	0.890149842454724	0.916093761859514	0.946317983480385	0.887887873282278	0.915952686585408	0.934779894806841	0.752062052062104	0.761989539471723	0.777527699039973	0.810668991950754	0.907015109738028	0.838372487554701	0.905534182243515	0.538657612914852	0.936077017125413	0.904562598253465	0.748731539184121	0.756871844400503	0.921382858756262	0.941829228236714	0.87639157064076	0.893750185907201	0.929157555151384	0.915654378627294	0.614619742730571	0.879872939069878	0.912079414945596	0.877667769578485	0.573583152272236	0.882994534441024	0.929868470106674	0.406360854636651	0.928938807616405	0.919462081768492	0.924575282477399	0.907386401424984	0.762287306252985	0.879428045099744	0.475372950010207	0.435362224176027	0.876204193722182	0.677657181838367	0.91147151377697	0.752238725361412	0.919843370872875	0.895442504172926	0.907530211555182	0.920008748351526	0.929355744012642	0.846023037271141	0.913396822357923	0.633108818565753	0.878178823001599	0.871054532523194	0.914477408600656	0.908264746869457	0.860689951570242	0.893525229241397	0.666361812001519	0.860948699645818
cg20262540	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg20284705	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg20331613	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg20364241	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg20365687	0.732294747753492	0.742852793133803	0.772224758684845	0.830439836795881	0.521095378516964	0.820933800831677	0.847128106240124	0.661375086495143	0.284811524098022	0.693221432885731	0.508750401758991	0.884839285809364	0.433897097856515	0.810992462213752	0.751970030978376	0.785825334853633	0.818527522160632	0.78395613145007	0.742043958636979	0.859314191385493	0.699884013492757	0.776187261120331	0.59184732933928	0.526691878349513	0.91690767343576	0.772143831063506	0.842623882222981	0.778978543476755	0.807639654647417	0.893820235328371	0.760673923145353	0.917027012739141	0.827517680081941	0.349978012513606	0.813562141169404	0.838684778599142	0.662680579813958	0.899423280216258	0.795576598536511	0.635391774908986	0.831355142129252	0.768127543150588	0.868630335678513	0.818534072144941	0.894477392004874	0.876610136562916	0.861576259851043	0.7262678361989	0.926224396042114	0.734278321336741	0.8604827472339	0.911280578481912	0.704924989182765	0.881135842668601	0.80120067337631	0.821829326551046	0.85265450782187	0.825405357594687	0.824554603499564	0.845804686379844	0.858587624125955	0.888718712929917	0.814854407763765	0.786731388550464	0.702756432464718	0.885060660404208	0.873154229384173	0.738743018233913	0.683263209411775	0.777745501480504	0.872364920353097	0.922812863233858	0.794951849885994	0.858613381662513	0.616503065677437	0.851111949309953	0.701430532355518	0.846907085202268	0.709163428872563	0.836437754332767	0.837919776187054	0.838091974749839	0.904030883330526	0.798728939493462	0.661211550289878	0.843968777267291	0.820540442279309
cg20386784	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg20449764	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg20453820	0.290647767321193	0.629442289714083	0.647944734687567	0.222634348379928	0.360125641483937	0.348727549220446	0.681754882104349	0.439507758082162	0.263689088998846	0.571228028211422	0.366600722258008	0.400546541494183	0.20939251088232	0.291370858172324	0.474908656277678	0.503265146057569	0.782740972482693	0.471681193335767	0.407482888226702	0.308633644612297	0.701691974807135	0.648741876458304	0.145085203600144	0.158259493304799	0.286662207897742	0.295679524769039	0.157125038165622	0.457136934479544	0.581433742593747	0.128659865961054	0.659080928755477	0.279774071496572	0.354748771789733	0.857994882624709	0.685621795386684	0.596961047567216	0.538796610118578	0.270009923260178	0.424408995015924	0.791099299085362	0.480970001356181	0.399710620858649	0.149128114363301	0.397416635443637	0.417986651437795	0.370305733169588	0.205057646105139	0.684609935724853	0.271520191542917	0.374091606357491	0.270500334998777	0.14249671815822	0.427670152933512	0.355463187276415	0.414248361373413	0.389555253829947	0.291280774004935	0.416775267084697	0.30981463145908	0.316581305406215	NA	0.292297709862097	0.475916147014994	0.788221641244817	0.704984633673686	0.359268070627001	0.817325589912398	0.621902473366027	0.197573679026042	0.475726190150683	0.541375129303622	0.146654698882013	0.328591757785566	0.518102455288118	0.393528443440532	0.236048271255245	0.54230152185476	0.210367443247488	0.291658262091525	0.292405231436293	0.390037280519818	0.161452048714029	0.344028956961686	0.434369355008089	0.801011728965484	0.471054715489791	0.184337603608463
cg20465830	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
