A_CpG_ID	TCGA-5X-AA5U-01A	TCGA-13-A5FU-01A	TCGA-59-A5PD-01A	TCGA-VG-A8LO-01A	TCGA-29-A5NZ-01A	TCGA-13-A5FT-01A	TCGA-WR-A838-01A	TCGA-OY-A56Q-01A	TCGA-3P-A9WA-01A	TCGA-OY-A56P-01A
cg18793886	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg18802268	0.893164976803404	0.631503330277255	0.704798830444788	0.601555392637195	0.890844549687736	0.33628650290037	0.858162056940842	0.781263786135466	0.29121040664653	0.884190356684386
cg18817246	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg18824501	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg18879198	0.862555442088894	0.343701657464859	0.315612549445712	0.203278431482977	0.365855678736354	0.358970066106249	0.690836965090875	0.602445235746696	0.216522068737006	0.838100188657213
cg18917270	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg18918365	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg18920490	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg19007523	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg19066691	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg19071460	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg19075506	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg19112359	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg19182919	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg19193943	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg19240584	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg19263575	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg19265948	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg19316897	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg19444390	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg19457121	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg19493162	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg19502207	0.188344892187015	0.298132957960105	0.350427663372637	0.220610735647558	0.143797872757611	0.146688016580223	0.0790791079617409	0.166600833275604	0.621942826823475	0.116211132198688
cg19513514	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg19521438	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg19532617	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg19563410	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg19565241	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg19605592	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg19645839	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg19655704	0.925331227616888	0.956774965129323	0.917139740814107	0.948452242478369	0.947851257446006	0.92702336766127	0.938499128827345	0.90008838013764	0.899841704554248	0.943379747910872
cg19665882	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg19674688	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg19677184	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg19677830	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg19716125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg19718662	0.92192830412528	0.186909463763003	0.267539771214591	0.138714646554444	0.131155583883201	0.898394573986627	0.121110179924104	0.066386204620194	0.901357302677362	0.855750504913274
cg19761060	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg19761271	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg19785312	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg19789336	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg19840093	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg19863964	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg19883843	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg19887883	0.945417369113747	0.790264190710984	0.865745186145763	0.925569742811137	0.940531564870102	0.93078345931962	0.863529384342947	0.947541453933414	0.143955881078066	0.908847435772546
cg19925178	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg19929302	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg19950846	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg19979222	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg19988798	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg20006652	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg20010076	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg20019560	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg20029324	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg20052431	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg20056341	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg20149922	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg20150443	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg20165732	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg20200361	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg20246277	0.951174526161181	0.407035233013874	0.323722512580067	0.933806936141558	0.933721516358137	0.923492582271978	0.893048816585186	0.928038967735414	0.16000865407064	0.9259980909276
cg20262540	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg20284705	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg20331613	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg20364241	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg20365687	0.729229575302067	0.869190326220893	0.452199271285297	0.181953943679102	0.533290957135357	0.425378069020926	0.571104350603054	0.487651996083217	0.324376779281323	0.832755581840637
cg20386784	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg20449764	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg20453820	0.640837242788508	0.29976824631269	0.39251336220138	0.129501199113201	0.202225056128988	0.245837463722227	0.0507623487706029	0.0521264686242827	0.144954966626129	0.533957183691221
cg20465830	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg20492230	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg20494576	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg20494682	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg20529334	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg20602628	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg20621459	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg20637223	0.9597796060554	0.956991667603566	0.929430446787517	0.920035916451432	0.9400640334359	0.944465856094977	0.963502842017594	0.949713378877738	0.947477445459989	0.950032797928954
cg20643159	0.955056290840254	0.937579427365357	0.514234419786013	0.947228916902536	0.86876318127485	0.910350831689448	0.951170259928495	0.94830138150652	0.907247313069634	0.936011022691309
cg20664109	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg20689978	0.832167290777305	0.5999083634042	0.539799391501938	0.563193999246644	0.303823451227496	0.537328999873115	0.682935098795835	0.519726939940411	0.506257678599027	0.859413395167644
cg20706620	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg20747789	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg20756175	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg20786740	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg20803423	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg20808224	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg20823181	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg20834966	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg20836993	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg20854374	0.245995967285421	0.702955664154016	0.360207304201521	0.949721947465862	0.30766431607115	0.317730720147589	0.774203064477223	0.914155299222473	0.23497023816273	0.858424582660726
cg20919914	0.834144320660819	0.775741692866715	0.739878485237191	0.792209511013114	0.769566562815363	0.72291185777213	0.767707700371249	0.762020589072485	0.680154992879625	0.865517443004133
cg20955027	0.901493012686247	0.922317058663789	0.388555309187199	0.565771808866948	0.176292431388487	0.274895601458407	0.129066510061067	0.0921820133279438	0.187962228133127	0.944291550483549
cg20970685	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg20979307	0.628935071193841	0.74576581287424	0.545838460225727	0.673943815856349	0.492779711513525	0.47461450129169	0.49767480182577	0.544395386997134	0.525107510056513	0.766078333365158
cg20994227	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg21004684	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg21046959	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg21049302	0.938340902761808	0.753368053154369	0.846202343653072	0.896954786198778	0.886833093585615	0.830671915556793	0.909251711919891	0.865447019880126	0.931938553103653	0.90797182583087
cg21053644	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg21071940	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg21078247	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg21101714	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg21125095	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg21126306	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg21160516	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg21169995	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg21179412	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg21203984	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg21244845	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg21267836	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg21336434	0.940251555188881	0.282183884695017	0.464574341364344	0.130993610141896	0.780262282018201	0.257042265949392	0.261135588757975	0.133172451219086	0.103584026286842	0.93162095083816
cg21358429	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg21397124	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg21414905	0.913939857851816	0.827934358202719	0.374620893369966	0.907228676166886	0.916790926892788	0.904762199732171	0.91311052031233	0.871965418497708	0.869026074189864	0.886962184707737
cg21429544	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg21443763	0.941835583235863	0.900224185021611	0.477835636183576	0.914269695928413	0.930890637528929	0.88193780379661	0.941282282084522	0.966928481926242	0.893582447460769	0.919110128066861
cg21469820	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg21483702	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg21502695	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg21512370	0.645551115863783	0.586168220773109	0.562102890077316	0.574356925700416	0.665759167402455	0.559789715937284	0.602744656162378	0.619040022513493	0.474138090327742	0.588955904139511
cg21532334	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg21579959	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg21583727	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg21593015	0.385071772421018	0.777460015576866	0.864999027577194	0.18787401833777	0.182961567062408	0.627314485036564	0.49240434391774	0.133025106691637	0.948443400956685	0.631303912557105
cg21606086	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg21615915	0.938525740113439	0.887938508405843	0.750013718153538	0.109821187662383	0.870231747529413	0.169265285611452	0.939284029922322	0.857044261770207	0.140793918427992	0.914422374107706
cg21618529	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg21618784	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg21647407	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg21690921	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg21694626	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg21767461	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg21797973	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg21801085	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg21803141	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg21835298	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg21840672	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg21844726	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg21934337	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg22001073	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg22042157	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg22064390	0.952373902346135	0.963624296093304	0.959956781157892	0.930404641259694	0.937423352919293	0.959725767580108	0.959047556028442	0.965628214966635	0.953979298297312	0.964132208819988
cg22073507	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg22117193	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg22127299	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg22134372	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg22149095	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg22168674	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg22170222	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg22233425	NA	NA	0.869195533086635	NA	NA	NA	NA	NA	NA	NA
cg22246565	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg22254464	0.146272783807693	0.383692372892526	0.112885745780007	0.0930882795631947	0.142540162486871	0.192419322128939	0.394867874378072	0.171635844681057	0.0939844611309086	0.841171331788402
cg22329153	0.807144355094007	0.931877308245925	0.872583188638513	0.865466624479573	0.64989305502749	0.891197908302614	0.819474723839508	0.929837408452209	0.921107504198154	0.893943714929888
cg22378095	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg22384010	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg22386008	NA	NA	0.172426059957256	NA	NA	NA	NA	0.540957412435175	NA	0.605744150781925
cg22459078	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg22464692	0.937847226859258	0.628245462855853	0.56714402149784	0.936849099726752	0.929337967824359	0.846469961136902	0.789573833978124	0.610324175369955	0.580874982313128	0.901204548998164
cg22466850	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg22482142	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg22529427	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg22535679	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg22591006	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg22592346	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg22634105	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg22661775	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg22754489	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg22772235	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg22871659	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg22875855	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg22897634	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg22933538	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg22963191	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg22983641	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg23003872	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg23014672	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg23081488	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg23095043	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg23096272	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg23151747	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg23167863	0.94280772018136	0.966134146812807	0.924770594557595	0.96656750920171	0.963813313385184	0.910488487386708	0.959699747790816	0.923610005918725	0.898014182368004	0.926059468177091
cg23228779	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg23251678	0.958700244662057	0.950256692862735	0.952521023827686	0.969492338109324	0.95908647138932	0.966583485354523	0.950188729924904	0.961808595283135	0.970066046841781	0.949288675142923
cg23261820	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg23267554	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg23278018	0.867016451475845	0.813532729519544	NA	0.858697847569151	NA	NA	0.834061802808249	NA	NA	0.835881884752775
cg23300865	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg23332005	0.803174614433242	0.845542123439179	0.843797724789947	NA	0.889297990094239	NA	0.735769040183609	0.888544838545921	NA	0.914937674916942
cg23334804	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg23336892	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg23338752	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg23406815	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg23413074	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg23414149	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg23430295	0.451580392832111	0.828001274302799	0.695825424107372	0.808492416316752	0.445586799478101	0.457384919256637	0.373866484856576	0.367699178308266	0.715745769475857	0.407670105756803
cg23493553	0.895072110552416	0.939487409799578	0.927567668979264	0.919509214452526	0.947441908974919	0.952952145059277	0.93712637213286	0.954876147382973	0.912846263582718	0.946712978439904
cg23516370	0.952855416393113	0.419813621573942	0.393236953795734	0.330350175410623	0.180552061302705	0.26215323126907	0.628962063264544	0.46319046856527	0.216240092940202	0.918074944914531
cg23531154	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg23542414	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg23545793	0.948913680099421	0.953365383545893	0.870060546437063	0.907236217830124	0.885529654280554	0.929830891362464	0.954543424539282	0.928823025217557	0.926771025477237	0.940994502047573
cg23614652	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg23642334	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg23652725	0.929340812556838	0.934276868142432	0.941903659749584	0.935519989077211	0.951135246532392	0.943846528532975	0.942393719841507	0.952936067538271	0.87070571408542	0.932417531514034
cg23685885	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg23726945	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg23816019	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg23860325	0.886618738150929	0.196139699781515	0.263016898283914	0.127753747602028	0.595900983838678	0.1794760183493	0.259961878726104	0.105384928136182	0.103887693557293	0.835920331940389
cg23861101	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg24003649	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg24012683	0.152541093223007	0.622636183492838	0.464624245195198	0.2729635936814	0.252775290827014	0.434454100403889	0.0984077875041914	0.143510290836555	0.685099977661491	0.52733002813839
cg24026092	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg24027342	0.625368036819549	0.611485141746436	0.502910734653988	0.614559061479942	0.589688962135336	0.486487514352268	0.579366379122618	0.620215047514756	0.494560677648192	0.682854901685849
cg24048209	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg24056757	0.770947858669818	0.945827516422241	0.752307018546849	0.942298435045755	0.915992839122773	0.934359713292356	0.941713099263023	0.938822933217601	0.946775879825232	0.954394933414612
cg24063594	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg24073060	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg24094412	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg24162965	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg24170212	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg24176601	0.936901376469867	0.968405993208051	0.895724852074049	0.943813409857611	0.930291212391329	0.9090118517931	0.942666459445621	0.943015681541509	0.959121166524948	0.943294658587007
cg24217980	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg24251441	0.93945948602258	0.95027454738037	0.925509896621612	0.958363622486656	0.926081635271489	0.92373645103418	0.954209853997159	0.932273628787087	0.938548367288059	0.950463229042884
cg24279701	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg24284859	0.939026782786368	0.914281558170612	0.867502577528139	0.948972366413603	0.93715951325617	0.946166286334072	0.913295171690239	0.920472580481853	0.940505227710117	0.901829452005152
cg24300962	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg24320065	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg24331317	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg24348466	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg24348786	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg24369233	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg24399529	0.11798291758994	0.151837039871517	0.144950501050582	0.0944801651513221	0.103778917480901	0.0835676057843591	0.0681352985858213	0.102659698535854	0.0923192885489015	0.133260662542043
cg24425968	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg24445752	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg24493925	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg24508547	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg24509591	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg24512770	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg24524735	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg24531568	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg24536474	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg24537973	0.832974166958479	0.857003379114739	0.30633951172821	0.778131140936756	0.850496568956548	0.556102451160416	0.844368849714648	0.878942997247367	0.427856802144217	0.872063879270819
cg24546349	0.767969271505993	0.660809661270636	0.604888224056561	0.506431222411417	0.195990967452069	0.28231540564949	0.135874365006497	0.0873012918653397	0.233118480641937	0.128250188666558
cg24575638	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg24581736	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg24619998	0.914707882367247	0.879863657778478	0.878889255559837	0.911186185491373	0.931365037568891	0.924054286997708	0.918687934453263	0.928461645901412	0.877151563746345	0.922999076920916
cg24620463	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg24651708	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg24651790	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg24686187	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg24702069	0.277091543716742	0.0576536862986593	0.0702172993664477	0.0694659707453035	0.0442497428208157	0.121665988813592	0.0613386288974537	0.0693187181951591	0.162864142876456	0.213070579899117
cg24704082	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg24707982	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg24732062	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg24808545	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg24871371	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg24874998	0.579755247090239	0.256739331857093	0.178132672653662	0.150525538347064	0.0903664020460108	0.280650842312306	0.126454279214331	0.164057560554133	0.0948475073755781	0.746001383712003
cg24902362	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg24940155	0.413302663766733	0.105961746184129	0.211183124788096	0.124904135519104	0.163990018300766	0.219848238132427	0.337058352873152	0.0861729591238111	0.178986660408947	0.417508792267136
cg24967487	0.328604414425257	0.281231922396753	0.259090753036587	0.112981298567504	0.13121735968469	0.189908061764406	0.673387297383025	0.0826347986874451	0.120295907078062	0.718233134249137
cg25036886	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg25039837	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg25045882	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg25047058	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg25083596	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg25192591	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg25208892	0.919949359936619	0.92024569755044	0.916562216194093	0.91262234632276	0.87228217808367	0.914527437666851	0.946980897724315	0.945446405572993	0.899749467782745	0.952374143588844
cg25209294	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg25217895	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg25245569	0.952411656554932	0.971319268880072	0.876580056694629	0.954689574383801	0.945037104153702	0.962655942407117	0.980966110724928	0.963288258707024	0.980235967982837	0.970874040046918
cg25265769	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg25348323	0.286871610461987	0.357565449469497	0.287515210907153	0.242287820176526	0.239506187742229	0.377044669182827	0.52007056100472	0.171730914158524	0.243477925727077	0.353662543732931
cg25426892	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg25456633	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg25504143	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg25540004	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg25543190	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg25550564	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg25590811	0.488607592042615	0.90867991483697	0.477659660096963	0.591354826137886	0.91745597045012	0.648587322640164	0.909673826974172	0.920000067011977	0.899287602731078	0.900185568591822
cg25598062	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg25605360	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg25609183	0.241345213849832	0.63703201910518	0.333059003662576	0.778298823902694	0.367526060045539	0.490335476504502	0.385517175326819	0.154382874031447	0.331272790666008	0.318478282073031
cg25616771	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg25626264	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg25631436	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg25645338	0.938976191597386	0.926503554516716	0.895433344257601	0.933646903170919	0.918191038323189	0.915380944658965	0.924425322015877	0.882782608166939	0.908522779353191	0.925258832231782
cg25658612	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg25673945	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg25728543	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg25745201	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg25765819	0.93429468435064	0.937830301740226	0.799068136143527	0.947506962294121	0.940367556428492	0.934819490388094	0.879781327196627	0.926225657469491	0.679420564694452	0.940983857693901
cg25780806	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg25824209	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg25904166	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg25949955	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg25962639	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg26007766	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg26024202	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg26070081	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg26072561	0.93328190509952	0.88945065817208	0.840944657498249	0.91846874043264	0.934015063133094	0.820170178080869	0.952580187245197	0.95006376867859	0.937437246848091	0.951499331802062
cg26075252	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg26076236	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg26089220	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
