A_CpG_ID	TCGA-KO-8415-01A	TCGA-KM-8477-01A	TCGA-KL-8337-01A	TCGA-KN-8435-01A	TCGA-KN-8432-01A	TCGA-KL-8326-01A	TCGA-KO-8414-01A	TCGA-KN-8431-01A	TCGA-KO-8410-01A	TCGA-KO-8409-01A	TCGA-KN-8421-01A	TCGA-KO-8413-01A	TCGA-KM-8476-01A	TCGA-KL-8332-01A	TCGA-KL-8341-01A	TCGA-KO-8403-01A	TCGA-KL-8334-01A	TCGA-KL-8344-01A	TCGA-KN-8424-01A	TCGA-KN-8427-01A	TCGA-KO-8406-01A	TCGA-KL-8329-01A	TCGA-KN-8419-01A	TCGA-KO-8408-01A	TCGA-KN-8434-01A	TCGA-KN-8436-01A	TCGA-KN-8437-01A	TCGA-KM-8441-01A	TCGA-KM-8639-01A	TCGA-KL-8336-01A	TCGA-KO-8416-01A	TCGA-KL-8327-01A	TCGA-KM-8443-01A	TCGA-KO-8407-01A	TCGA-KN-8423-01A	TCGA-KN-8429-01A	TCGA-KL-8343-01A	TCGA-KL-8331-01A	TCGA-KO-8404-01A	TCGA-KM-8438-01A	TCGA-KL-8345-01A	TCGA-KL-8340-01A	TCGA-KN-8428-01A	TCGA-KN-8422-01A	TCGA-KL-8338-01A	TCGA-KL-8325-01A	TCGA-KL-8323-01A	TCGA-KM-8440-01A	TCGA-KN-8426-01A	TCGA-KL-8335-01A	TCGA-KO-8405-01A	TCGA-KM-8439-01A	TCGA-KL-8346-01A	TCGA-KO-8411-01A	TCGA-KN-8425-01A	TCGA-KN-8418-01A	TCGA-KL-8324-01A	TCGA-KL-8330-01A	TCGA-KL-8342-01A	TCGA-KN-8433-01A	TCGA-KL-8339-01A	TCGA-KM-8442-01A	TCGA-KL-8328-01A	TCGA-KO-8417-01A	TCGA-KL-8333-01A	TCGA-KN-8430-01A
cg22073507	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg22117193	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg22127299	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg22134372	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg22149095	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg22168674	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg22170222	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg22233425	0.890269921729179	0.888408354221219	0.89418778745351	0.845516113673441	0.907624651819086	NA	0.894183331906794	0.921833063076092	0.875170875974659	0.899530507817409	0.765816701720925	0.915997661951339	0.845719142577762	0.877818306141727	0.816617460841019	0.862813053500965	0.893571011088634	0.910106316471286	0.90519158666708	0.866054747696801	0.889050696126434	0.894610205090633	0.61372331512569	0.777301606721107	0.746072743962269	0.924335586368597	0.893370834065377	0.900882203014678	NA	0.910029910276021	0.903070091086118	0.881730946451615	0.89754670381926	0.888978294276991	0.900862757512332	0.935741027798656	0.829512512867341	0.910578892102373	0.80955212644467	0.903449578893979	0.907724116871627	0.768502645732021	NA	0.900698669071482	0.844820875231009	0.935829767270591	0.861301554884614	0.902196723211921	0.907128765057828	0.891988386516811	0.888298834823742	0.882636108978244	0.789843390398804	0.905457844924385	0.905125206987677	0.894675389903426	0.895669963502162	0.853461707434329	0.862713794827415	0.892342071862899	0.692748031455193	0.891965856561776	0.898956822716264	0.883893643617869	0.869945097699209	0.904210424988352
cg22246565	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg22254464	0.807161268014737	0.828494443710989	0.885861675938126	0.744884682914893	0.861178416217679	0.646604784517917	0.911243397239161	0.806623915100428	0.804449456552475	0.200220614346415	0.147009944320762	0.779758569801806	0.155597512469018	0.749851454813865	0.706466599666884	0.755251538538738	0.736915048064438	0.237431609652379	0.823012697901695	0.276167949219766	0.780255792134631	0.809599845535373	0.226131008964942	0.730200196801032	0.792893009519352	0.877154597326001	0.494480489446255	0.770368289941141	0.487539515334112	0.204611483540893	0.816858374279119	0.155906423185093	0.89194837632826	0.819254123106578	0.852497529407461	0.868757607674244	0.588241458008014	0.136398330233094	0.252182003603449	0.798865391811374	0.850910763891319	0.812246048214093	0.188432137370413	0.825330512109047	0.681499323444376	0.855997525061384	0.72104284036163	0.853289403296969	0.807408687708249	0.85105251240309	0.730097928195251	0.781978862767526	0.0526633398268885	0.86631735976239	0.849616758376228	0.160198924082105	0.857417771275044	0.861348851297646	0.196847425337935	0.706716717120713	0.850570811794639	0.105893000862716	0.84061945627861	0.841167374426442	0.622540286723483	0.237223434425195
cg22329153	0.580272495100388	0.706217114226966	0.924389473270883	0.251962696143149	0.421361505640663	0.877189516773355	0.610068677570604	0.628138131618215	0.92235285253181	0.67280151350249	0.907931815416947	0.683680304996115	0.922586126296839	0.895752638309328	0.925099588021793	0.918620478799473	0.898490966312939	0.922912947549243	0.671508427927022	0.927839764889829	0.949561267288827	0.927971461759557	0.850499551067169	0.735690325867837	0.636834028875665	0.929520454410016	0.915236477185137	0.91909609970839	0.817362998744874	0.685886751616976	0.851338821026158	0.920592958517908	0.354372495266567	0.903305279636623	0.683473267936218	0.920292160570302	0.910447979015204	0.917233373598072	0.897423411594621	0.924980642775296	0.59983790572453	0.885194596952704	0.793021632994923	0.609135224415624	0.927053680682693	0.930438403425125	0.938902232047907	0.620279938519918	0.919163434412073	0.912764851525466	0.437332232001736	0.940414744684536	0.928401960734944	0.93723238588247	0.777095754863807	0.893419723717968	0.942071051587791	0.650417131728605	0.945222653576051	0.571244208733195	0.930482633074189	0.358116256135846	0.897194684441322	0.921345084105768	0.758464649913901	0.376479553803297
cg22378095	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg22384010	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg22386008	0.867766465234147	NA	NA	0.162872640843056	0.899743222195663	0.652288440601041	0.905335381621571	0.226994745334521	0.8490195490702	NA	0.83333772377025	0.901330826307606	NA	0.891685022126724	0.162254030324349	NA	0.897307781338661	0.766549576062427	NA	0.230540054380676	0.210997320166823	NA	0.480774996448223	0.853489119536303	0.309443449158168	0.184063786547695	0.52444426221861	0.76666871218586	0.832426178522985	0.891267981653387	0.879039955287597	NA	0.899429555209104	0.856842362519284	0.428493218523027	0.890739672225879	0.283148790615111	0.881514174205111	NA	0.827943104420024	0.86298714046073	0.895301207570329	NA	0.640476380289392	0.83436936674099	NA	0.82304124651621	NA	0.907164819093299	0.878442448648077	0.832832478836913	NA	0.867105084505493	NA	NA	0.855924202219582	0.904398491252481	0.82098942452753	NA	0.79206403577739	0.145341172139968	0.887716292983515	0.83260673153381	NA	0.402077236290684	0.878997304403331
cg22459078	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg22464692	0.557342359013888	0.89829101054383	0.945580967578072	0.745932231412862	0.90698236089449	0.936651834942683	0.914445937556398	0.386205970993725	0.94168667453773	0.941332021425836	0.914140812944458	0.951713808466042	0.912818536924955	0.914017387944281	0.460402043089407	0.592042754627895	0.920563939791558	0.924137076984585	0.917304216318684	0.727389225151518	0.914191995916363	0.880445813607763	0.403245369247045	0.921365055718579	0.924841997972788	0.911131109857087	0.91927286672218	0.933891047007571	0.914376010124941	0.911285856151377	0.564902327010034	0.245393683684846	0.940704374584858	0.920804188309112	0.951282128629511	0.56010247956037	0.812474817818846	0.890220256632922	0.518727681595046	0.938476675839694	0.924247319068446	0.933881553239701	0.915488296545345	0.925762033347742	0.597771011475043	0.945441643987769	0.575792075315865	0.919317519126746	0.913816719946528	0.917164055837263	0.946642064931275	0.937341889285896	0.189593308062847	0.240623640959401	0.942144555297403	0.915718086168688	0.948450492494256	0.966811657082979	0.927362060704235	0.871000526354666	0.89181195586495	0.950479102374924	0.566635840524944	0.930387770902047	0.906839030077661	0.932472404169954
cg22466850	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg22482142	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg22529427	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg22535679	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg22591006	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg22592346	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg22634105	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg22661775	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg22754489	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg22772235	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg22871659	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg22875855	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg22897634	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg22933538	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg22963191	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg22983641	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg23003872	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg23014672	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg23081488	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg23095043	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg23096272	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg23151747	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg23167863	0.956754201689033	0.921651335714383	0.949137324014846	0.955802193684449	0.941651326840436	0.912546354412293	0.943345432498974	0.944346902444886	0.916876143393182	0.962554854648786	0.926264535923755	0.967612879443237	0.969047157228691	0.951537622579254	0.961605543949679	0.94971345757536	0.94214412813594	0.958977595207779	0.9302635163242	0.891309129595199	0.959190904371448	0.960641933395005	0.923106047026865	0.946506030005466	0.950606125363025	0.956783703371942	0.957744938183044	0.923210348294247	0.970316390868635	0.933786557305309	0.923589457511883	0.946198284636792	0.965988277412275	0.937293857380675	0.942765572619049	0.962581442886078	0.942592528395485	0.932415475716467	0.919397626016318	0.956504462362399	0.92067744462722	0.927758377834931	0.939352323657449	0.928872462884543	0.955309662014259	0.93084953890924	0.957944582698823	0.969598624509243	0.961857631860362	0.945798761660551	0.905874477936477	0.938243119328387	0.954259900143303	0.963895387099163	0.95353869006495	0.963138343091561	0.933007697021733	0.971294963435542	0.943633408259282	0.953720385879145	0.964391282805555	0.956156596751221	0.965179732758195	0.944352421914761	0.945741288935675	0.918480581841446
cg23228779	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg23251678	0.955985599269997	0.954523350789286	0.957179240898279	0.965867177825157	0.945682036040081	0.953124461349339	0.970167965210836	0.959584490712464	0.94372514346628	0.960024748105173	0.95108022284536	0.961442554128234	0.960347025373118	0.953946074058125	0.964535930456501	0.956427797853216	0.960255412014924	0.954447194888224	0.953847553452789	0.955754342074065	0.965500951027592	0.950120462755947	0.960493036020979	0.938272395695403	0.96146438043535	0.971143549506215	0.967017744117241	0.949838136658278	0.972757974771682	0.945927877750249	0.96371772338871	0.95484333188898	0.947150965398863	0.958230840840256	0.962310564631578	0.944427738229913	0.957706476097559	0.949462206855951	0.955157298409959	0.966288369392626	0.94811478245211	0.956213866052221	0.961813684900751	0.954852469801797	0.953852325289124	0.974148416812146	0.96085068605189	0.957377990763279	0.960085173641235	0.970618322659608	0.960057021026851	0.95633940525297	0.956797544334411	0.956913171227107	0.960224567629635	0.96529977529411	0.972131119860458	0.96445593742807	0.95915763800285	0.961594646560966	0.955256732775131	0.950681878927642	0.961417586708897	0.954113717164947	0.956660142185874	0.954989363027695
cg23261820	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg23267554	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg23278018	0.683622695870569	NA	0.786683230054736	0.280375531245313	0.208034194106578	0.45121566376708	0.611514885346233	NA	NA	NA	0.654045946838935	0.926794320824933	0.158430945865804	0.918242267515971	0.215496634624095	NA	0.241802748165885	0.281979525830751	NA	0.905848127263454	0.197973381952484	0.237992662668928	0.296228217993175	0.732131896467021	0.737014064531535	0.62261115938834	0.855331449695455	0.819704712779378	NA	0.20312359291631	0.283399463463441	0.165629740765596	0.926337939230227	0.302729740640142	NA	0.225088367542191	NA	0.74357751807974	0.916758760053593	0.73469067155173	0.30671270715151	0.589256045510838	0.901034021525221	NA	0.892189712260365	0.156459319761461	0.878255432442562	0.183788735027505	0.916365773343946	0.235511951582118	NA	0.798405961777682	NA	NA	0.428461727579004	NA	NA	NA	0.16575087780174	NA	NA	0.884649677763172	0.907738631262064	0.688625281236151	0.819030816920337	NA
cg23300865	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg23332005	0.939973087306715	0.933613779755521	0.922639341331851	0.898973277338349	0.93607226620131	0.924979630411172	0.92857312408835	0.950769691386063	0.910971534282044	0.917681478385604	0.923427561072179	0.933604835100619	0.91944132314584	0.931415667896087	0.941584848002204	0.898199223349441	0.937640213399347	0.948002535726157	0.92931026025977	0.93482582861095	0.929485923591759	0.889462986523567	0.821742791741161	0.912498171236118	0.944128377278662	0.957924396499737	0.935324011063759	0.93414660703584	0.907170621421374	0.950427434838144	0.923901675373655	0.927156186390332	0.939644094851792	0.932509657135432	0.944809370663604	0.93956132771779	0.942600999989357	0.884616617015256	0.533593188520394	0.944241051756969	0.937652026482088	0.947126548640462	0.924007299609779	0.938070564346352	0.927777413389946	0.937410708600201	0.900920787503237	0.929308300610566	0.93406781498666	0.91759809753948	0.947867860611274	0.913821705591932	0.921896358248576	0.927573028059252	0.938378330557592	0.908855426092619	0.957846033044646	0.877977454091335	0.944182594335174	0.952816250834285	0.911392552418913	0.929061223441291	0.939550584382342	0.896765665710189	0.944497169347867	0.928405600331125
cg23334804	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg23336892	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg23338752	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg23406815	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
