A_CpG_ID	TCGA-2J-AABR-01A	TCGA-FB-AAPS-01A	TCGA-IB-AAUO-01A	TCGA-IB-AAUN-01A	TCGA-RB-A7B8-01A	TCGA-IB-7885-01A	TCGA-IB-AAUW-01A	TCGA-IB-A5ST-01A	TCGA-IB-A7LX-01A	TCGA-FB-AAQ3-01A	TCGA-3A-A9IC-01A	TCGA-HZ-8001-01A	TCGA-HZ-8003-01A	TCGA-Z5-AAPL-01A	TCGA-HZ-7922-01A	TCGA-IB-7645-01A	TCGA-FB-AAPU-01A	TCGA-3A-A9I5-01A	TCGA-2J-AABF-01A	TCGA-RB-AA9M-01A	TCGA-FZ-5920-01A	TCGA-HZ-A8P0-01A	TCGA-2J-AABH-01A	TCGA-XD-AAUH-01A	TCGA-XN-A8T3-01A	TCGA-XD-AAUG-01A	TCGA-US-A77J-01A	TCGA-3A-A9IV-01A	TCGA-3A-A9IR-01A	TCGA-IB-AAUV-01A	TCGA-FB-AAPP-01A	TCGA-3A-A9IL-01A	TCGA-HZ-7918-01A	TCGA-HZ-7920-01A	TCGA-FB-A7DR-01A	TCGA-HV-A7OL-01A	TCGA-2J-AABO-01A	TCGA-XD-AAUI-01A	TCGA-IB-A5SS-01A	TCGA-FB-A545-01A	TCGA-2L-AAQA-01A	TCGA-2J-AABP-01A	TCGA-FZ-5926-01A	TCGA-3A-A9IO-01A	TCGA-2J-AABK-01A	TCGA-3A-A9IU-01A	TCGA-IB-7886-01A	TCGA-HV-AA8X-01A	TCGA-2J-AABA-01A	TCGA-IB-AAUQ-01A	TCGA-3A-A9IZ-01A	TCGA-XD-AAUL-01A	TCGA-2J-AABE-01A	TCGA-IB-7897-01A	TCGA-HZ-8636-01A	TCGA-IB-8127-01A	TCGA-2J-AABU-01A	TCGA-US-A774-01A	TCGA-IB-7652-01A	TCGA-3A-A9IH-01A	TCGA-2L-AAQL-01A	TCGA-IB-7644-01A	TCGA-HZ-8005-01A	TCGA-HZ-A4BH-01A	TCGA-2J-AAB8-01A	TCGA-Q3-AA2A-01A	TCGA-3A-A9I9-01A	TCGA-IB-A5SQ-01A	TCGA-IB-8126-01A	TCGA-HZ-A49G-01A	TCGA-F2-A44H-01A	TCGA-HZ-8002-01A	TCGA-US-A77E-01A	TCGA-IB-A6UF-01A	TCGA-IB-AAUS-01A	TCGA-2J-AAB1-01A	TCGA-F2-A8YN-01A	TCGA-FB-A4P6-01A	TCGA-FB-AAQ0-01A	TCGA-3E-AAAZ-01A	TCGA-HZ-A9TJ-06A	TCGA-HZ-A9TJ-01A	TCGA-3A-A9IX-01A	TCGA-2L-AAQI-01A	TCGA-3A-A9J0-01A	TCGA-FB-A4P5-01A	TCGA-IB-A5SO-01A	TCGA-IB-7649-01A	TCGA-IB-7646-01A	TCGA-US-A776-01A	TCGA-LB-A8F3-01A	TCGA-FB-AAQ1-01A	TCGA-HZ-8638-01A	TCGA-H8-A6C1-01A	TCGA-F2-7273-01A	TCGA-3A-A9IJ-01A	TCGA-FB-A78T-01A	TCGA-M8-A5N4-01A	TCGA-3A-A9IN-01A	TCGA-F2-6880-01A	TCGA-IB-7888-01A	TCGA-2J-AABI-01A	TCGA-IB-AAUP-01A	TCGA-HZ-A8P1-01A	TCGA-IB-7647-01A	TCGA-FB-AAPY-01A	TCGA-3A-A9I7-01A	TCGA-3A-A9IS-01A	TCGA-S4-A8RO-01A	TCGA-FZ-5919-01A	TCGA-FB-AAQ6-01A	TCGA-HZ-8519-01A	TCGA-IB-A7M4-01A	TCGA-2L-AAQE-01A	TCGA-IB-A6UG-01A	TCGA-2J-AABV-01A	TCGA-HV-A5A3-01A	TCGA-IB-7651-01A	TCGA-US-A77G-01A	TCGA-IB-7893-01A	TCGA-HV-AA8V-01A	TCGA-HZ-A49H-01A	TCGA-F2-A7TX-01A	TCGA-HZ-7926-01A	TCGA-F2-A44G-01A	TCGA-LB-A9Q5-01A	TCGA-IB-7889-01A	TCGA-2J-AAB4-01A	TCGA-HV-A5A6-01A	TCGA-YH-A8SY-01A	TCGA-LB-A7SX-01A	TCGA-HZ-A4BK-01A	TCGA-OE-A75W-01A	TCGA-HZ-A77P-01A	TCGA-HV-A7OP-01A	TCGA-IB-AAUR-01A	TCGA-H6-A45N-01A	TCGA-2J-AAB6-01A	TCGA-IB-AAUT-01A	TCGA-H6-8124-01A	TCGA-F2-6879-01A	TCGA-FZ-5923-01A	TCGA-2J-AAB9-01A	TCGA-3E-AAAY-01A	TCGA-HZ-8317-01A	TCGA-L1-A7W4-01A	TCGA-IB-A5SP-01A	TCGA-FZ-5922-01A	TCGA-IB-7891-01A	TCGA-YB-A89D-01A	TCGA-FB-AAPQ-01A	TCGA-HZ-7925-01A	TCGA-S4-A8RP-01A	TCGA-YY-A8LH-01A	TCGA-HZ-A77Q-01A	TCGA-FB-AAPZ-01A	TCGA-IB-7887-01A	TCGA-IB-7654-01A	TCGA-HZ-7923-01A	TCGA-HZ-7289-01A	TCGA-RL-AAAS-01A	TCGA-F2-7276-01A	TCGA-HZ-8637-01A	TCGA-HZ-7924-01A	TCGA-2L-AAQM-01A	TCGA-PZ-A5RE-01A	TCGA-IB-AAUM-01A	TCGA-US-A779-01A	TCGA-S4-A8RM-01A	TCGA-HV-A5A4-01A	TCGA-IB-AAUU-01A	TCGA-HZ-7919-01A	TCGA-3A-A9IB-01A	TCGA-XN-A8T5-01A	TCGA-HZ-8315-01A	TCGA-HV-A5A5-01A	TCGA-HZ-A49I-01A	TCGA-Q3-A5QY-01A	TCGA-2J-AABT-01A	TCGA-FB-A5VM-01A	TCGA-FZ-5924-01A	TCGA-IB-7890-01A	TCGA-2L-AAQJ-01A	TCGA-HZ-A77O-01A	TCGA-FB-AAQ2-01A
cg00253854	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg00264298	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg00301256	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg00314276	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg00318682	0.790275990604974	0.760016764398364	0.813755739019082	0.684366442371611	0.752097023542194	0.840900610103613	0.840912003109149	0.732582978229373	0.789462757932152	0.742632499603152	0.68959197667437	0.82166510452346	0.711376797295123	0.698202131104705	0.846109299375139	0.790065031029454	0.618255514804068	0.807041466501614	0.813826395490207	0.826206394651948	0.779176791901156	0.70666348015968	0.880836246954914	0.760087401302456	0.744595758899281	0.767784095428888	0.833526286023644	0.361466177895129	0.908146774119218	0.675427873495651	0.387434349046546	0.581772230482503	0.674247514648875	0.802934666881694	0.835667668188639	0.823016195525916	0.77525265996293	0.737096497025804	0.851708981715588	0.922363363954309	0.820750120097539	0.466243959610205	0.851161636875457	0.631567268483357	0.819427967895399	0.840800477573704	0.744110029542073	0.901907444715666	0.832515082521621	0.683151055442882	0.886578389605322	0.681068789189128	0.841024796981888	0.720051621743411	0.79341684810554	0.829675759126029	0.743813068129467	0.808854642005315	0.854725083879537	0.872576263615659	0.853083314806236	0.821750536467339	0.750997240742518	0.805459347570241	0.877034420331889	0.7624692702207	0.672239993300389	0.794976331618257	0.753070302171963	0.853738604343898	0.854877845254102	0.830746992616577	0.60497000964398	0.770828340039831	0.74072942717525	0.638181776693722	0.732239367585872	0.807346042676209	0.719730687419311	0.841951083299735	0.648209212546691	0.775894058202756	0.80361783090173	0.860351735735314	0.798113278546606	0.673244984735592	0.791816619936894	0.868833845801764	0.846756660526552	0.0964432023715085	0.823210804170062	0.566955285957661	0.837784350069849	0.738354930704985	0.787761399954921	0.652353224367089	0.726522593677157	0.840762444630575	0.465717805686156	0.798613509641629	0.687292849681375	0.866973586040567	0.789301191862231	0.900005952797969	0.741232333603961	0.792247800289819	0.803278595411449	0.52039898895531	0.708808556618727	0.828322506356915	0.784891415371472	0.708881770263598	0.625794878973428	0.836466578598216	0.654921108468378	0.650365481469027	0.518267109181767	0.648891031550965	0.796458636940293	0.609037079547519	0.800380753459147	0.766470869218387	0.726417984067649	0.872550972785583	0.841709071911372	0.746054978279707	0.770948802540083	0.613596534797097	0.858960484607213	0.840461436527792	0.814771575050259	0.899971313989709	0.7667678390745	0.799794414005821	0.88458137056808	0.700367139038198	0.817643730629167	0.401374832432023	0.781732861244053	0.772416026718625	0.773520866008757	0.818629739138708	0.715918461832975	0.80972436005846	0.809606333275874	0.82671096079664	0.866336667815186	0.876973735175538	0.802012316607398	0.670300179075952	0.834446767712608	0.876484325259734	0.739431429645726	0.769984644685635	0.790552947535816	0.884942709207618	0.908602889059527	0.689178188559488	0.757928821520676	0.238314442113425	0.782401345422662	0.864530514710398	0.815379537207869	0.859588081338528	0.550566144292652	0.895904455395389	0.784702297291332	0.70640485480843	0.819434303588548	0.677843401665918	0.87865399981921	0.830994550564622	0.77848387399341	0.729241768612925	0.814776594559567	0.8444501114229	0.851243796532233	0.791252750218727	0.785894921821324	0.565224370727396	0.891630474613038	0.594870776422066	0.681442968108708	0.698477795262915	0.612647874836421
cg00336555	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg00359421	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg00379272	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg00410323	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg00422716	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg00440702	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg00480643	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg00489467	0.960783369818403	0.938805213954504	0.955874590264187	0.947036684336786	0.944104097097272	0.911497499901537	0.950808178369914	0.925217960914724	0.943384830918318	0.963306839738476	0.942388673340311	0.963732205616659	0.952239256983406	0.946919807474463	0.93946549564515	0.927417436742551	0.937332954124521	0.940683346923148	0.933464116485311	0.954742044045765	0.96308884007807	0.943911539098137	0.947451637685042	0.932259858017749	0.954424656463934	0.951552800965915	0.947904847275283	0.956503295965508	0.948776416038241	0.942582783488494	0.951672141770868	0.937296636105253	0.927481595094725	0.945833161853749	0.946532896495388	0.926553265515646	0.952192276732623	0.968824254465484	0.946693108092941	0.963271545561028	0.949454947046566	0.9185603851131	0.962478923366549	0.961456130250232	0.96181899016429	0.953289710875117	0.949169862732375	0.943471553272947	0.952773513768438	0.926464309663272	0.948121196850592	0.943318421489941	0.960802628084756	0.953800814697636	0.94118766997189	0.947609380883253	0.965452694295638	0.907915532499517	0.967934016502802	0.948321729141203	0.95928398569396	0.952969000425916	0.932350173037747	0.956684489864201	0.936846902508836	0.949352584649211	0.952549542945429	0.937645488923244	0.958101203687	0.939209385109624	0.943219609361716	0.94093837801012	0.946675809208712	0.960894182281204	0.947894879930628	0.959410866174087	0.965698698723042	0.942530463716261	0.968476806918043	0.943552809997885	0.961722621252123	0.962576833038194	0.9449650686413	0.956595893588289	0.945265311280099	0.936268445512288	0.929916126641992	0.954547969424311	0.919877834447052	0.957845760131721	0.95176812346287	0.957848683931977	0.938704825714637	0.918067388010416	0.92356944300456	0.951686671858785	0.920404602767331	0.963935720165212	0.961118083817561	0.945167988697469	0.94857773964036	0.928468105873861	0.955427432089861	0.957990692487034	0.944069235720741	0.908130996314137	0.941914749879542	0.927760626778391	0.972032877203733	0.935308491335948	0.952181062424691	0.954243336166059	0.934766665892786	0.952681369194117	0.967346292673477	0.917319203279901	0.965573207738188	0.926696390964402	0.952707409098457	0.958392825632942	0.932622306407025	0.956596857806529	0.80750173009921	0.942646813505254	0.954682919713275	0.944301520526989	0.958602394022462	0.945734309823689	0.963843153271593	0.951112647001558	0.957251217355899	0.952988773637128	0.927915297934939	0.950879369196154	0.956029220289799	0.941051180665536	0.949600504746885	0.954850259149514	0.955622970589198	0.963616279757865	0.955115091111991	0.953240117271761	0.945802308606667	0.953281599047492	0.96574490804295	0.962034117709259	0.936335476375557	0.947492695061829	0.922664849319072	0.940463913647155	0.946901766696179	0.963335666642504	0.937990882824033	0.930559837005659	0.93629400129378	0.967609993052679	0.955038989066556	0.925646228901103	0.952751201639341	0.955695016479239	0.940198011692346	0.921429253360417	0.931258122180426	0.948279261169275	0.965254230445401	0.937837382047875	0.964530603193202	0.934498502320498	0.963108345456755	0.967811188684529	0.95243889836444	0.9512069025093	0.952596498569504	0.95001968115129	0.942533483790374	0.940417133909685	0.94766714163366	0.941128524563851	0.946012210014803	0.954768186197559	0.960594955353564	0.956679127051201	0.94872551910769	0.954568025573793	0.969880905298455
cg00502041	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg00506859	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
