A_CpG_ID	TCGA-QR-A707-01A	TCGA-WB-A820-01A	TCGA-QR-A70X-01A	TCGA-WB-A817-01A	TCGA-RW-A680-01A	TCGA-QT-A5XM-01A	TCGA-QR-A6H2-01A	TCGA-SR-A6MP-01A	TCGA-RW-A684-01A	TCGA-WB-A81J-01A	TCGA-WB-A80N-01A	TCGA-QR-A6GO-01A	TCGA-QT-A5XJ-01A	TCGA-S7-A7WU-01A	TCGA-SR-A6MV-01A	TCGA-WB-A81G-01A	TCGA-WB-A81N-01A	TCGA-WB-A80V-01A	TCGA-QR-A70J-01A	TCGA-QR-A6H0-01A	TCGA-RW-A68F-01A	TCGA-WB-A81H-01A	TCGA-QR-A70R-01A	TCGA-SA-A6C2-01A	TCGA-TT-A6YN-01A	TCGA-S7-A7WP-01A	TCGA-W2-A7HD-01A	TCGA-QT-A69Q-01A	TCGA-QT-A5XN-01A	TCGA-QR-A703-01A	TCGA-QR-A70D-01A	TCGA-WB-A816-01A	TCGA-QR-A70G-01B	TCGA-WB-A81E-01A	TCGA-WB-A81Q-01A	TCGA-S7-A7WT-01A	TCGA-QR-A6GZ-05A	TCGA-QR-A706-01A	TCGA-QR-A70K-01A	TCGA-QR-A700-01A	TCGA-WB-A81I-01A	TCGA-QR-A705-01A	TCGA-QR-A6H3-01A	TCGA-RW-A681-01A	TCGA-SR-A6MY-01A	TCGA-QR-A6H6-01A	TCGA-SP-A6QI-01A	TCGA-RM-A68W-01A	TCGA-S7-A7X1-01A	TCGA-QT-A5XO-01A	TCGA-WB-A80K-01A	TCGA-WB-A81R-01A	TCGA-SR-A6N0-01A	TCGA-PR-A5PG-01A	TCGA-TT-A6YP-01A	TCGA-SQ-A6I4-01A	TCGA-QR-A70A-01A	TCGA-QT-A7U0-01A	TCGA-QR-A6GY-01A	TCGA-P8-A5KC-01A	TCGA-WB-A815-01A	TCGA-SP-A6QC-01A	TCGA-QR-A7IP-01A	TCGA-QR-A70W-01A	TCGA-RW-A686-01A	TCGA-QT-A5XP-01A	TCGA-QR-A708-01A	TCGA-SP-A6QK-01A	TCGA-QR-A6GW-01A	TCGA-S7-A7WM-01A	TCGA-XG-A823-01A	TCGA-RW-A688-01A	TCGA-QR-A70V-01A	TCGA-WB-A81F-01A	TCGA-QR-A70Q-01A	TCGA-SR-A6MT-01A	TCGA-WB-A81S-01A	TCGA-S7-A7WQ-01A	TCGA-RX-A8JQ-01A	TCGA-W2-A7HF-01A	TCGA-QR-A6GU-01A	TCGA-QR-A702-01A	TCGA-RW-A67Y-01A	TCGA-QR-A6GR-01A	TCGA-WB-A81D-01A	TCGA-WB-A81K-01A	TCGA-QR-A70E-01A	TCGA-RW-A7CZ-01A	TCGA-W2-A7HC-01A	TCGA-QR-A7IN-01A	TCGA-WB-A818-01A	TCGA-QR-A6H4-01A	TCGA-S7-A7WL-01A	TCGA-RW-A685-01A	TCGA-P7-A5NY-05A	TCGA-SR-A6MX-01A	TCGA-TT-A6YO-01A	TCGA-WB-A81V-01A	TCGA-RW-A68G-01A	TCGA-RW-A68C-01A	TCGA-WB-A80Q-01A	TCGA-SR-A6MR-01A	TCGA-QR-A70N-01A	TCGA-P8-A6RX-01A	TCGA-QT-A5XL-01A	TCGA-QT-A5XK-01A	TCGA-WB-A822-01A	TCGA-RW-A686-06A	TCGA-QR-A6H1-01A	TCGA-WB-A80Y-01A	TCGA-RT-A6YA-01A	TCGA-S7-A7WX-01A	TCGA-W2-A7H7-01A	TCGA-QR-A70P-01A	TCGA-RW-A7D0-01A	TCGA-SR-A6MQ-01A	TCGA-SP-A6QF-01A	TCGA-S7-A7X2-01A	TCGA-QR-A6GX-01A	TCGA-S7-A7X0-01A	TCGA-WB-A821-01A	TCGA-S7-A7WW-01A	TCGA-SQ-A6I6-01A	TCGA-QR-A70C-01A	TCGA-PR-A5PF-01A	TCGA-SR-A6MZ-01A	TCGA-QR-A70U-01A	TCGA-WB-A81M-01A	TCGA-SP-A6QJ-01A	TCGA-WB-A81W-01A	TCGA-TT-A6YJ-01A	TCGA-QR-A70O-01A	TCGA-RW-A68B-01A	TCGA-RM-A68T-01A	TCGA-QR-A6GT-01A	TCGA-WB-A80M-01A	TCGA-QR-A70H-01A	TCGA-S7-A7WR-01A	TCGA-W2-A7HH-01A	TCGA-RT-A6Y9-01A	TCGA-S7-A7WN-01A	TCGA-WB-A80L-01A	TCGA-SR-A6MU-01A	TCGA-RW-A67W-01A	TCGA-P8-A5KD-01A	TCGA-P8-A6RY-01A	TCGA-S7-A7WV-01A	TCGA-S7-A7WO-01A	TCGA-WB-A81A-01A	TCGA-P7-A5NY-01A	TCGA-QR-A70M-01A	TCGA-W2-A7HB-01A	TCGA-SR-A6MX-06A	TCGA-RW-A8AZ-01A	TCGA-WB-A80P-01A	TCGA-SR-A6MX-05A	TCGA-RW-A68D-01A	TCGA-WB-A80O-01A	TCGA-SP-A6QH-01A	TCGA-QR-A6GS-01A	TCGA-SR-A6MS-01A	TCGA-WB-A81T-01A	TCGA-QR-A70I-01A	TCGA-W2-A7UY-01A	TCGA-QR-A6H5-01A	TCGA-RW-A67X-01A	TCGA-WB-A814-01A	TCGA-QR-A6ZZ-01A	TCGA-SP-A6QG-01A	TCGA-QR-A6GZ-01A	TCGA-P7-A5NX-01A	TCGA-W2-A7HE-01A	TCGA-QR-A70T-01A	TCGA-RT-A6YC-01A	TCGA-W2-A7H5-01B	TCGA-RW-A67V-01A	TCGA-PR-A5PH-01A	TCGA-WB-A81P-01A	TCGA-SP-A6QD-01A	TCGA-WB-A819-01A	TCGA-RW-A68A-01A	TCGA-RW-A689-01A	TCGA-TT-A6YK-01A	TCGA-W2-A7HA-01B
cg00253854	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg00264298	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg00301256	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg00314276	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg00318682	0.110850337715623	0.58435389609242	0.403047630259041	0.375479620209854	0.240493225528537	0.343679187003009	0.281859579626263	0.33483891162482	0.412520949649184	0.500571367691898	0.337413551859096	0.193357191398178	0.737850951314583	0.232996485419094	0.432086095901554	0.272761759842704	0.420020581375324	0.336278736395594	0.742932401773728	0.633427161882178	0.161704161277805	0.370712005836333	0.238987883990336	0.628390557447769	0.504867319991918	0.559710486280669	0.16132604553348	0.317891926950308	0.191865445552578	0.580357474594125	0.38070392132227	0.592396783584148	0.319306940080254	0.258994695057338	0.226872041591326	0.644652504457665	0.245718079635015	0.722688021133433	0.136043891587126	0.193516945018898	0.619971270558524	0.271142600226028	0.434452505204913	0.0825834853455162	0.247386019275884	0.816433435950449	0.453926605222615	0.520540380597741	0.427152624297276	0.426941075472691	0.291092703347344	0.309064304574383	0.460107131694098	0.107757083477609	0.445167015895921	0.471127167597682	0.425697960810102	0.419343526600325	0.310513516440792	0.636643156665242	0.601684660314011	0.403404039800705	0.323464884649663	0.24084533400977	0.421015729312195	0.316433774099443	0.593446245152703	0.464393461220064	0.282121862149226	0.250581995595887	0.583898899486339	0.124858774813422	0.101529638636037	0.476594535031692	0.40174778428698	0.899027308107229	0.36656900102862	0.388937386328216	0.466144285047428	0.267485271747987	0.260522500631364	0.208690803685784	0.141540143735535	0.268935461966525	0.355334519945256	0.578576057964387	0.14724699701785	0.36466531266448	0.308617304464884	0.424502593870302	0.249392943766458	0.138648823346135	0.126569079340734	0.329902088027212	0.348830392650949	0.181081701616605	0.63811559243889	0.37794176781774	0.395145462963303	0.514366578301383	0.613488313130193	0.308285397269437	0.453654066805155	0.390873355517561	0.473466684474552	0.278930111002183	0.650889087276756	0.457202325190586	0.446407627098375	0.226830425170991	0.182740750191498	0.367911382082355	0.496086766262174	0.469842795889265	0.442776105328402	0.41925552599099	0.321774744567253	0.356014848864224	0.710564045436027	0.795289728939756	0.5947887169053	0.367017952994266	0.314731879211387	0.506209920223672	0.364995412412681	0.596680469334322	0.384329442772221	0.556799400718097	0.213703006703657	0.188037707159974	0.119601969581953	0.138161349774662	0.499555061443176	0.36508756918689	0.331610444018366	0.165909457936943	0.192045225245516	0.200473278246526	0.507832289961176	0.196068645059936	0.265423635371124	0.203000655815211	0.736065689183257	0.217562813024917	0.657986969177957	0.654766637914149	0.612041037359219	0.522648028893602	0.677120825978109	0.651854461542457	0.129672942013731	0.208443283143193	0.156578233474234	0.185525238245977	0.231244448004288	0.367466884268871	0.32566813567414	0.268705354986608	0.607984252699684	0.208749316596168	0.218825286510367	0.469085262947963	0.493136403363344	0.407034499996099	0.624480136441248	0.512670965998642	0.742853394673576	0.309843354503756	0.475176805961078	0.362481590649146	0.394936900724575	0.483191800290423	0.180870592939165	0.249681906755177	0.152827492964158	0.291269231764985	0.25592508570763	0.241165400052535	0.273782447701827	0.411767672655673	0.718305445718133	0.337544394728194	0.416236181365278	0.259418444468807
cg00336555	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg00359421	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg00379272	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg00410323	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg00422716	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg00440702	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg00480643	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg00489467	0.94934641446899	0.960292060007435	0.961060580541717	0.968945013399335	0.956298570382561	0.953852246186078	0.962176864927607	0.961657225676779	0.940317481137139	0.945534379072959	0.942516570963405	0.934004804434502	0.952062781474774	0.963656560737373	0.947714556002691	0.962883633734079	0.956201852709611	0.938554614661161	0.929895549678164	0.947004041704004	0.943591215740144	0.938082388697222	0.949005191041454	0.964642741534556	0.922708943738543	0.953839499533837	0.958616072336101	0.960419213120829	0.942079791238294	0.92245276615104	0.950391997672427	0.949273172347779	0.915234100696681	0.958600633636948	0.939840024269892	0.95811813193779	0.923726364085291	0.951546902867783	0.941017175721152	0.952459734311886	0.957123417910858	0.953554537722793	0.939370680571984	0.942838076202237	0.955762161872268	0.958097488828411	0.945642829681814	0.947035863891605	0.964247280462226	0.96051484350069	0.959950546608674	0.946410710766682	0.961661681476738	0.96456433187689	0.930838163326836	0.961494598830432	0.938956863594579	0.936618154119523	0.952573445625192	0.949275455688731	0.969503812788481	0.957237703219612	0.960575706429951	0.957688770264571	0.957938740691271	0.963260709451736	0.943314427810975	0.9562353425042	0.811333851498478	0.949650355349832	0.961891677885001	0.941562094940778	0.94870349517278	0.962608684709808	0.948291775588985	0.961789496213318	0.9574800250547	0.941981532492321	0.938363822758887	0.96858245376532	0.963797480951178	0.963504580795392	0.933858127914982	0.939501967194298	0.954443807685014	0.961359895775869	0.962977055234637	0.958118638454079	0.950726755540112	0.953308906918103	0.952835252046517	0.926787432707202	0.966860246184708	0.957756962035317	0.949254670414642	0.95074011488141	0.952722217889552	0.9397197252553	0.955396214085532	0.936832413782548	0.949651544245297	0.958030054869808	0.950069885938999	0.947047945798754	0.965043053663533	0.942165756975996	0.959212395110519	0.962182161217181	0.955499257135662	0.925642606860614	0.949027466535729	0.930652756556846	0.959164653250339	0.968108388948741	0.950024392035871	0.949468684441909	0.941893532218221	0.941681221792883	0.952912190479975	0.957542041228269	0.959495973494023	0.950388800885837	0.958509762815936	0.953722073080226	0.950902711623618	0.954296170990759	0.943651591100741	0.964223170184143	0.95752569584963	0.94982424131048	0.954776051028547	0.957906955384939	0.943260616593214	0.932626472984758	0.945779786727891	0.958633743518912	0.95861230922405	0.959842654732052	0.972443308380289	0.935743290535567	0.944471882102739	0.904964582896258	0.936789657668548	0.940206823095293	0.955161843274576	0.95929636209261	0.923830377940919	0.965704238905728	0.964058885353427	0.964943174130392	0.948278722543049	0.954402299693358	0.958624339138401	0.959575053824462	0.957289378871423	0.959425069598859	0.951849139178928	0.943941621264025	0.961466021990988	0.948125806381685	0.964561173674365	0.944771898433538	0.960335575562656	0.939024678615842	0.948636644482867	0.951536776168891	0.965148723220383	0.945797136115286	0.970409781403393	0.953824070558145	0.950202092713353	0.969455742487946	0.960871740618928	0.956305096277027	0.933818117790432	0.949459690925347	0.963889397835713	0.945385735947539	0.954856987604921	0.940254285469416	0.957100495707279	0.945283624193412	0.94118123360535	0.664512701165302
cg00502041	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg00506859	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
