A_CpG_ID	TCGA-N5-A4RV-01A	TCGA-NA-A5I1-01A	TCGA-ND-A4WA-01A	TCGA-N5-A4RO-01A	TCGA-ND-A4WF-01A	TCGA-N6-A4VD-01A	TCGA-N8-A4PQ-01A	TCGA-N5-A4RN-01A	TCGA-N7-A59B-01A	TCGA-N5-A4RU-01A	TCGA-N7-A4Y5-01A	TCGA-N5-A4RS-01A	TCGA-N5-A4RJ-01A	TCGA-N9-A4Q3-01A	TCGA-N8-A4PN-01A	TCGA-N8-A4PI-01A	TCGA-QN-A5NN-01A	TCGA-N8-A4PM-01A	TCGA-NA-A4R1-01A	TCGA-N6-A4VG-01A	TCGA-NF-A5CP-01A	TCGA-N8-A4PP-01A	TCGA-N5-A4RF-01A	TCGA-N5-A4RM-01A	TCGA-N5-A4RT-01A	TCGA-QM-A5NM-01A	TCGA-NA-A4QW-01A	TCGA-ND-A4W6-01A	TCGA-ND-A4WC-01A	TCGA-N9-A4Q7-01A	TCGA-N8-A56S-01A	TCGA-NG-A4VU-01A	TCGA-N5-A59F-01A	TCGA-N9-A4Q8-01A	TCGA-N5-A4R8-01A	TCGA-N7-A4Y8-01A	TCGA-N5-A59E-01A	TCGA-NF-A4WU-01A	TCGA-N9-A4Q1-01A	TCGA-N5-A4RD-01A	TCGA-NF-A4X2-01A	TCGA-N8-A4PO-01A	TCGA-N5-A4RA-01A	TCGA-N6-A4VE-01A	TCGA-NF-A4WX-01A	TCGA-N9-A4PZ-01A	TCGA-NA-A4QX-01A	TCGA-NG-A4VW-01A	TCGA-N6-A4VF-01A	TCGA-N8-A4PL-01A	TCGA-N6-A4V9-01A	TCGA-NA-A4R0-01A	TCGA-N7-A4Y0-01A	TCGA-NA-A4QV-01A	TCGA-N6-A4VC-01A	TCGA-NA-A4QY-01A	TCGA-N9-A4Q4-01A
cg22073507	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg22117193	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg22127299	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg22134372	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg22149095	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg22168674	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg22170222	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg22233425	NA	0.8163149294739	NA	NA	NA	0.79138875575475	NA	NA	NA	0.771734179657406	0.863256914935958	0.814553445400762	NA	0.876270113826472	NA	0.868056536149553	NA	NA	NA	0.790198759784037	NA	0.738953365202723	NA	NA	0.783366192480948	NA	NA	NA	NA	NA	NA	NA	NA	0.754932839196576	NA	NA	0.762718603500364	0.622199973229258	NA	NA	NA	NA	NA	0.772869299482492	0.824503278451558	NA	0.481204183216908	0.777924043533211	NA	0.71891510199898	0.641421390514092	NA	NA	NA	NA	NA	NA
cg22246565	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg22254464	0.180817595253059	0.565109666086525	0.533024480308938	0.330445094759459	0.0843219788075999	0.181229571756249	0.507208313859482	0.0722039864343146	0.46273393532877	0.365115853959362	0.50363059295004	0.615883066255231	0.335828103837752	0.629433501359547	0.322986368089884	0.165883576751858	0.215411898997401	0.491780758006227	0.51054117311774	0.661665222850326	0.346773840466776	0.562845408832024	0.438394655304699	0.387633308126294	0.329551978982837	0.118783341874345	0.454272024131494	0.54614654333845	0.670780692505673	0.462923914765645	0.395742472730732	0.101410970708611	0.222668623190762	0.610343569734137	0.219961976808612	0.137343449651105	0.277908428084788	0.756484171307361	0.0763999147664996	0.161369460248768	0.101901137960018	0.346802764697482	0.533575120406094	0.428060295754784	0.609363375171594	0.287145011246196	0.480488198071269	0.618894677989234	0.240496440220912	0.741343076879148	0.411764540886314	0.398218927247462	0.285217112073781	0.306855594875313	0.563682221522315	0.549264653249164	0.409419950869211
cg22329153	0.774507694188077	0.8002664423218	0.83438439298036	0.766284140068429	0.804225474322522	0.86061770010228	0.745420087733922	0.758991275291743	0.932087166898181	0.713049573243249	0.748192618158129	0.288054999485414	0.859741453095642	0.737232496122076	0.802047265720862	0.89768687219851	0.853225528188023	0.788227274796064	0.724056112227487	0.92929601030234	0.874793189395656	0.902098921705001	0.815458519121499	0.884815768193293	0.902970299386425	0.899822577717538	0.333488014592721	0.849978704388429	0.871496641676302	0.889980412609468	0.579669737143932	0.804851275645992	0.731991087633414	0.894612068449101	0.473674027025678	0.842819025723145	0.680518612565971	0.892891950230932	0.69960442004421	0.911078060305843	0.888945665833819	0.914935033294137	0.857141715102382	0.869243595989253	0.82877522547651	0.91395272623357	0.799399896594323	0.882808830041048	0.857319721810655	0.875046969015657	0.779884015473633	0.874258803137531	0.793047780456869	0.845388694668507	0.786680239789988	0.812034710163491	0.768856342117211
cg22378095	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg22384010	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg22386008	0.319172095774585	0.333759215408437	0.51450195930952	0.742680360052122	0.702827765677753	0.703873431365453	0.395302591753196	0.49887421776443	0.125174621706399	0.472413322993428	0.118468107788362	0.54517053151236	0.550513434623099	0.833439105621573	0.456582852559702	0.435101374206851	0.316320898266889	0.526488225486299	0.691979439903106	0.788772437029155	0.217627185021193	0.740413708321084	0.199791861817472	0.525510695804213	NA	0.238947005091936	0.536093228334249	0.474737398637442	0.352317650299233	0.61737187741659	NA	0.0904586423168402	0.259405941485604	0.212074776280257	0.288570157738309	0.513757331759539	0.445091208002091	0.621659517978442	0.24127720721142	0.488372081181946	0.16487316601646	0.678351303806625	0.36392442876484	0.385221385355918	0.581414331790608	0.511414939811448	0.539493958559528	0.776262668521235	0.524902780368411	0.563952047793268	0.257479087019466	0.499019059443732	0.144321949454556	0.83668726710127	0.646892440017308	0.736748645624268	0.25446711431825
cg22459078	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg22464692	0.759246021787078	0.875513104570453	0.867254711773734	0.682446436037148	0.8575846950598	0.483447969766276	0.88404131966272	0.872168825380135	0.845669744786303	0.723442149357487	0.927048440897686	0.801310202586884	0.68174314852276	0.766175309352018	0.870842055022735	0.748126572942519	0.644558344787178	0.845535568777512	0.699606793917609	0.869838513099347	0.838793047961251	0.833013317349879	0.827888732631318	0.807539260708166	0.800145603005121	0.793327624436437	0.774719329433803	0.855712704202057	0.756232287208486	0.827745838949875	0.866628615296341	0.91252952120958	0.748437284591078	0.856992491448981	0.804829572668554	0.691125357478674	0.647530230492509	0.868829801030748	0.852882864146503	0.57963987477787	0.637846660232658	0.901261551290299	0.86217781849651	0.869645243820887	0.795535929229415	0.868826291561425	0.785399151805705	0.825778065010318	0.751301280653357	0.823926990699437	0.595349325833593	0.769368018177984	0.84631160725743	0.644358596589875	0.876826498792838	0.850807768047446	0.91602734896301
cg22466850	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg22482142	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg22529427	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg22535679	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg22591006	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg22592346	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg22634105	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg22661775	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg22754489	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg22772235	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg22871659	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg22875855	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg22897634	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg22933538	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg22963191	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg22983641	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg23003872	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg23014672	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg23081488	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg23095043	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg23096272	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg23151747	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg23167863	0.960173723208887	0.931272575079903	0.953449383781177	0.915899138241821	0.908687738925572	0.927974438645762	0.909996052179313	0.9576808012914	0.922204963906674	0.905885812516872	0.957954843105333	0.890871515904847	0.93591289910136	0.959709630305767	0.944636921380476	0.930172890420098	0.948187616514496	0.924031526896549	0.917630816307937	0.933267897658944	0.939836668248962	0.892683064305744	0.94945277419646	0.895390477713846	0.914296809210047	0.926297758557641	0.878061482092125	0.887711355018446	0.932145655639812	0.857237165393081	0.947905559411716	0.950211564433182	0.904458407315129	0.910629110236043	0.951591096154844	0.914671419225267	0.930835137108546	0.923475411640759	0.88555244785743	0.943236615482772	0.947137979981159	0.935883065970006	0.892451868873808	0.938180957230828	0.920060157339397	0.921356690515412	0.93393379352068	0.930935494396467	0.928126657689445	0.910820255716462	0.947120771034837	0.943741549426203	0.593727044221999	0.947040531177214	0.959536048888429	0.922252820349884	0.885148982758709
cg23228779	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg23251678	0.917671284600641	0.969022417162783	0.944078730458558	0.937544407692419	0.964184767960521	0.948951976862783	0.931467790027886	0.953817711179156	0.93858969472033	0.956963368121765	0.948793698742515	0.96321505682779	0.944425193016098	0.950233112109201	0.937268677911937	0.964972410642905	0.949582724982872	0.926172098450423	0.942949818011531	0.954342328445126	0.944849378560767	0.966323321046082	0.959579728995213	0.954280403859592	0.920433124546878	0.945470821052615	0.936487755231999	0.940991708716652	0.94450316988643	0.930155691763746	0.959218397102078	0.956188518461461	0.9389069988182	0.946970219921357	0.927757706496017	0.961275657345046	0.956889033614596	0.941352170240284	0.952846301336013	0.944331154006883	0.946433701702588	0.953621783269311	0.952219713965725	0.939514151071104	0.946626266500073	0.95113315491851	0.951483970941259	0.935866306105773	0.948092466416783	0.931831217357316	0.915207949067951	0.957882676426526	0.957219872180261	0.945502613016387	0.9362185945859	0.940331830368178	0.941636199857986
cg23261820	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg23267554	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg23278018	0.724777009260737	0.538163774889418	0.914583943476566	0.568530133096691	0.689738908211207	0.863404291973304	0.830213440813676	NA	NA	NA	0.888505917852122	0.243308944282448	0.608727551975443	NA	0.851369645906576	0.895103933062364	0.2742577950392	0.464272414053483	0.825364607243918	NA	0.87465294582029	0.803341384777614	0.852977721220731	0.890927055479065	0.72344757037349	0.803383117791258	0.761971609285828	0.863824338980713	0.868161129637144	0.665928454695395	NA	0.892432241164028	0.394349128046848	NA	0.813492102457192	NA	NA	0.853667807827905	0.872618054302528	0.861556417588909	0.844824329613425	0.840253807850078	0.862271946573115	0.303004719803964	0.873430157540408	0.860033490188722	0.825938772680477	0.911883143555833	0.904260233540677	0.849358523779901	0.65462391212426	NA	0.827835870603132	0.822681077138401	NA	0.739175504016085	0.837300938116588
cg23300865	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg23332005	0.899420435847596	0.939675026836261	0.931916950241048	0.847376896828255	0.638842334065811	0.421114236348703	0.315419584253938	0.86827048014772	0.935024007561853	0.901344273611252	0.753698358202875	0.931065380780773	0.914287068986967	0.915297731166653	0.770607863088622	0.204891234328941	0.899128258871477	0.254729105124757	0.902465725616647	0.921408327574407	0.699481629295753	0.923732915167184	0.885869458236238	0.911422827892678	0.151033357648429	0.884585199547516	0.855534846488373	0.828432563899538	0.895590499320406	0.555968132634525	0.919334061905243	0.928504234283701	0.864944997448742	0.926865346505397	0.274148770846092	0.915970572785294	0.790768106836162	0.918490601277652	0.361077292501731	0.361985640424676	0.733910559427267	0.934918160391537	0.905345075972662	0.768662508856553	0.93845308032055	0.875176658090906	0.850012169945251	0.927497078102831	0.877689073078064	0.940015486468906	0.888586540029303	0.93232160161434	0.79422153354336	0.849785715409071	0.660090891778162	0.801276633428711	0.229934084012548
cg23334804	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg23336892	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg23338752	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg23406815	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg23413074	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg23414149	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg23430295	0.317872885087335	0.419606281354794	0.407669317200202	0.323114432726797	0.32386744806384	0.38949997635064	0.460290982780349	0.287654093034192	0.89420458715219	0.426464461696401	0.464315445409369	0.341037062468817	0.438837273843607	0.384026313911827	0.415657365807256	0.514717250009356	0.353436623470498	0.364628898858042	0.29711022901448	0.645311742361926	0.416510813916095	0.816558201756718	0.292546411430326	0.432433606155772	0.458354399856365	0.92927942450501	0.395912698680925	0.525249669140882	0.638795360130288	0.480306566266998	0.367661619944476	0.895095721232797	0.481430695064232	0.549497019952062	0.424825020842775	0.300273673297837	0.423649554661186	0.767845618385395	0.338831025420234	0.338248878273293	0.939273872651319	0.432218449628732	0.74084298949858	0.396683599204569	0.558156891187181	0.613409727988763	0.398789695368874	0.960787553424488	0.430574589581809	0.957041858607216	0.544138701240216	0.572456595698278	0.935828845584382	0.419585605723284	0.381455908081835	0.958587376310235	0.358171146735955
cg23493553	0.916250529153426	0.935849395565815	0.87516767804392	0.848181438500799	0.856655211912043	0.910395315553148	0.898832614466417	0.902952041913452	0.847907182126318	0.89919041099164	0.902764484248036	0.891297877590184	0.902974244970254	0.88394935843357	0.89523042451916	0.919241454140233	0.895008365587577	0.835604240407356	0.590789793756176	0.880740459521987	0.899561420493541	0.874682785651682	0.84387821399203	0.88294591370265	0.827603998758727	0.875214712523944	0.903070693461787	0.889202135614043	0.911396407969308	0.90405964265283	0.908072972582641	0.912133586842866	0.858775171854967	0.916619316299292	0.829595890495885	0.832126565543416	0.807967032552995	0.85366167127755	0.853838795149899	0.87614056184746	0.835178848932201	0.891329298683215	0.857109150148328	0.864324853334605	0.912256011761677	0.871232594027114	0.854790711474197	0.878517534517903	0.928259759335659	0.834030147175637	0.877030390868759	0.923742550382457	0.924392073221104	0.91171768864438	0.899111682882203	0.908201311603991	0.904492432116763
cg23516370	0.140815119044944	0.885575411691523	0.139143246255432	0.152783094922861	0.927211170583982	0.713434713717758	0.715651306634782	0.101350992721538	0.342729569266274	0.731630817215479	0.131893056700827	0.890067296209609	0.678650757430226	0.248637110144585	0.888945392779238	0.522976678338655	0.674914021723965	0.229576084417145	0.401859322196909	0.828007908572186	0.719516167736132	0.453940331867464	0.49609800266332	0.768257878681792	0.416875781692086	0.60299093513415	0.262263828718418	0.514814747254356	0.553871118004891	0.340720265292115	0.867896782077341	0.222683541455563	0.333763292684157	0.610242089753861	0.717889339146853	0.290353131701932	0.780629746548932	0.756914723649422	0.159121053809785	0.245151930148061	0.475575958930941	0.555202097133341	0.719474850485109	0.818923199385043	0.932984158331802	0.520622302052822	0.323235666209553	0.787657114105209	0.725144750198684	0.893671833827153	0.167005045806257	0.598277742755202	0.388595556589099	0.863645510449145	0.267336709529875	0.848591979616027	0.774562744368416
