A_CpG_ID	TCGA-G5-6235-01A	TCGA-EI-6506-01A	TCGA-F5-6571-01A	TCGA-G5-6233-01A	TCGA-DC-6682-01A	TCGA-CI-6620-01A	TCGA-AF-2690-01A	TCGA-AG-3591-01A	TCGA-F5-6811-01A	TCGA-AG-A020-01A	TCGA-DC-6683-01A	TCGA-G5-6572-01A	TCGA-G5-6572-02A	TCGA-EF-5830-01A	TCGA-CI-6621-01A	TCGA-AF-3911-01A	TCGA-EI-6512-01A	TCGA-DC-6156-01A	TCGA-EI-7002-01A	TCGA-EI-6885-01A	TCGA-CI-6624-01C	TCGA-CI-6619-01B	TCGA-DC-6154-01A	TCGA-F5-6864-01A	TCGA-F5-6810-01A	TCGA-DT-5265-01A	TCGA-AF-6136-01A	TCGA-AF-6672-01A	TCGA-DC-6157-01A	TCGA-EI-6509-01A	TCGA-AG-4021-01A	TCGA-AG-3731-01A	TCGA-CL-5917-01A	TCGA-F5-6863-01A	TCGA-AF-A56N-01A	TCGA-DY-A1DG-01A	TCGA-DY-A1DD-01A	TCGA-AG-A02N-01A	TCGA-F5-6813-01A	TCGA-F5-6814-01A	TCGA-DY-A0XA-01A	TCGA-DC-4749-01A	TCGA-EI-7004-01A	TCGA-DY-A1H8-01A	TCGA-EI-6882-01A	TCGA-F5-6465-01A	TCGA-EI-6508-01A	TCGA-AF-2687-01A	TCGA-AG-3742-01A	TCGA-AF-2693-01A	TCGA-G5-6641-01A	TCGA-BM-6198-01A	TCGA-AG-A026-01A	TCGA-AH-6547-01A	TCGA-F5-6861-01A	TCGA-DC-6158-01A	TCGA-EI-6510-01A	TCGA-DC-5337-01A	TCGA-AG-3592-01A	TCGA-EI-6917-01A	TCGA-AH-6549-01A	TCGA-AH-6897-01A	TCGA-AH-6903-01A	TCGA-DY-A1DC-01A	TCGA-EI-6881-01A	TCGA-DC-6681-01A	TCGA-AG-A01W-01A	TCGA-AH-6544-01A	TCGA-AG-A01Y-01A	TCGA-CI-6623-01B	TCGA-CL-4957-01A	TCGA-EI-6884-01A	TCGA-CI-6622-01A	TCGA-DC-5869-01A	TCGA-EI-6507-01A	TCGA-EI-6511-01A	TCGA-AH-6644-01A	TCGA-AG-3725-01A	TCGA-DC-6155-01A	TCGA-F5-6702-01A	TCGA-CL-5918-01A	TCGA-AG-A036-01A	TCGA-EI-6513-01A	TCGA-AF-A56K-01A	TCGA-DC-6160-01A	TCGA-DY-A1DE-01A	TCGA-EI-6883-01A	TCGA-EF-5831-01A	TCGA-EI-6514-01A	TCGA-AF-4110-01A	TCGA-DC-4745-01A	TCGA-F5-6464-01A	TCGA-AG-4022-01A	TCGA-DY-A1DF-01A	TCGA-AG-3732-01A	TCGA-AH-6643-01A	TCGA-AF-6655-01A	TCGA-AF-A56L-01A	TCGA-F5-6812-01A
cg20919914	0.969009534675527	0.94521289521979	0.940714965585232	0.951181422767099	0.958147158059866	0.928036391278065	0.954934347187692	0.953489115400946	0.925193561710594	0.742533302830415	0.952820006627449	0.960915502246962	0.960995042787279	0.958418979777497	0.959700232920351	0.953922561561802	0.932364414228724	0.90143065203807	0.896111581428893	0.907917059109358	0.940837511653419	0.917607494530494	0.92314550837724	0.916826906078797	0.927071543219047	0.958267807085202	0.869393087911795	0.95637066655067	0.966530642544407	0.828984211261512	0.922690512733662	0.958213883877578	0.964784767694739	0.945789144857025	0.903983553135626	0.787726259305728	0.836678494534992	0.700048242081981	0.961005122997511	0.93036711787837	0.863304109680888	0.975199469313798	0.920016512400571	0.830147376626736	0.915385389186485	0.962720775613869	0.962652589566567	0.932285553960378	0.967051931099719	0.961497396060909	0.919931177164368	0.949955664459821	0.721510701527899	0.962232744394017	0.923850882567666	0.951569686591135	0.971459680891744	0.952471255667894	0.942509670285246	0.926991164789499	0.93371298269524	0.895088850028528	0.94553434453783	0.864900780520947	0.933657175520095	0.958775497510532	0.786598003250816	0.963236956967137	0.687440926766066	0.94698854653496	0.871924379995223	0.9100948798437	0.972042534447296	0.900674305576005	0.961118407369337	0.946363139848796	0.938373960665688	0.931442808903673	0.964900697586241	0.955091535703367	0.946993073970928	0.739510118087279	0.840111860062841	0.898056019772442	0.956462510489487	0.802864023251042	0.923411505588716	0.965507605807248	0.962095755642991	0.957010502258595	0.948404639940145	0.974803850893182	0.969104633233462	0.811587379560805	0.917384204150238	0.940327065249719	0.94296295224904	0.863700715298707	0.948824450205714
cg20955027	0.417273490415285	0.393785047242384	0.35054553502198	0.530903046312828	0.373442706452197	0.421806291561558	0.586802131341947	0.167816554541189	0.366446721084113	0.279865551723047	0.370879198051399	0.458165544713837	0.689897581591517	0.291052499941237	0.435361491168834	0.284951439252159	0.346945567500083	0.439650829091855	0.273232219222562	0.357888825596609	0.492452840575302	0.495822355196508	0.232088007692037	0.367971777386257	0.412370382961309	0.628299485237114	0.329938814244853	0.320016611464379	0.299832438494556	0.273597117188331	0.287268529432051	0.525510436511362	0.236360214165239	0.416306139485799	0.272757123956301	0.184551715146757	0.252662651313476	0.303311207404545	0.395668779419001	0.506994404839365	0.294533859446319	0.300981392417607	0.506670718765964	0.227200090824079	0.29149298752	0.390621916317877	0.297460566642116	0.460935110256584	0.332531268690917	0.366542561120066	0.383732061742893	0.442770333060306	0.189283451126493	0.686766712946512	0.434227309975062	0.411249192024264	0.360334423967322	0.380648063194952	0.475413777018742	0.707607257875048	0.356725559771603	0.21142969040147	0.389666497069578	0.518248674846544	0.276326913001492	0.417139932037293	0.289047276271796	0.376785921274298	0.34232413925381	0.438546465732624	0.311152648054832	0.451103842378705	0.323321341942353	0.356040376359738	0.962163381232458	0.65234289086265	0.412058582473327	0.213980745732953	0.366684443380377	0.580757643882212	0.285745223144379	0.388082534813866	0.363327993248368	0.498496937486261	0.429227942572587	0.330156498029329	0.969376711735313	0.3262617922575	0.564069763439419	0.388793154955327	0.513505104252162	0.877342094909533	0.339761850242471	0.176363079580263	0.404434144206532	0.303064474125874	0.434225973919286	0.396223964227896	0.464444735387259
cg20970685	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg20979307	0.887021030812379	0.79997213012497	0.850624994001123	0.859992914876187	0.743350126593471	0.754916510758027	0.886084119020206	0.698566718281168	0.7708929398523	0.661690802354862	0.814704433216019	0.931382211307343	0.956935921738653	0.626873438073237	0.841893084119308	0.784819207129687	0.777799148866522	0.808382350326859	0.760543482339702	0.669263898179326	0.724222502527197	0.712103749104604	0.670616112810883	0.798149080469312	0.621082749387021	0.928638157754056	0.73636799880627	0.778915780837323	0.796291813180958	0.656284282077437	0.636706033949854	0.798420884387317	0.860075121951292	0.866828887420181	0.7202837992125	0.568881826801926	0.66842414963976	0.617861419989063	0.883680615949569	0.802418978787813	0.757650546145238	0.840545087089732	0.733791278830822	0.76526012007064	0.824327853819937	0.824828382856348	0.748729220838765	0.559059441975449	0.835973068916924	0.878949084674282	0.759133484750339	0.899472390967154	0.594378928603348	0.939622581665428	0.888350745933382	0.717867278150469	0.87100058633971	0.791658919838676	0.829948223013524	0.90133324948281	0.759294857421614	0.693820154110717	0.794823153466708	0.724793970867613	0.958968952261322	0.917714452196154	0.659140132471833	0.858608487962322	0.581228919098702	0.818088778223677	0.78461418770468	0.825201576980583	0.816118294846316	0.778597294615112	0.972980209202281	0.766090150242731	0.785177785149288	0.769149073863684	0.769440443957467	0.891455163575225	0.83056518681651	0.627184422734672	0.49360187705159	0.810267535648381	0.818026663598161	0.661226478582078	0.777693807554005	0.796184085048803	0.806306436652645	0.814825750887791	0.886999162807598	0.98524240996731	0.780146487383923	0.639554568917956	0.862763799886342	0.803068596228908	0.82380188612797	0.820973066159553	0.844325170130003
cg20994227	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg21004684	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg21046959	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg21049302	0.488918027841464	0.603762838461158	0.493794818414919	0.628456787303355	0.64934525309588	0.435605407495714	0.27294064265954	0.161393218895863	0.639946496040065	0.2231413952825	0.247366730526901	0.323115440977879	0.641980014584809	0.185069463165461	0.719399971718417	0.179650806208137	0.528874804505424	0.318410472987171	0.225427879412497	0.246833692869292	0.420911611197434	0.39187723348438	0.257422965848794	0.360446832739428	0.286288098543527	0.449458312646479	0.258082273570522	0.308135565881685	0.150911850518797	0.258221901648696	0.295123521688574	0.426094131405919	0.446915742721541	0.284026111125016	0.428811934930831	0.0812279774681703	0.193436488742337	0.572711411028668	0.34945867714413	0.36965518915061	0.203762099784299	0.703000700672421	0.460830075410041	0.127645656656916	0.186698975694683	0.36808579334518	0.264681585186133	0.523516178877928	0.220773823180033	0.605555488021483	0.270606701510211	0.550661761897889	0.389031191944119	0.610245594299074	0.510054392947316	0.416660353013523	0.562252632218478	0.279413822356346	0.559426897037158	0.586417485370307	0.613513414734683	0.0802508212417378	0.752194428348793	0.669260003514457	0.716809907461191	0.442961405742924	0.309681292384179	0.658727887484498	0.435258616606236	0.365945386840342	0.739058200582626	0.56770713709813	0.324989269598552	0.257119721913566	0.906055759164843	0.411395802829458	0.357357758430972	0.525947885933124	0.474190867219517	0.403614404336517	0.336624675205016	0.300150970849772	0.158921873011102	0.190697575816831	0.437078663155404	0.218659411351064	0.674572272656536	0.170188186726552	0.371406546085208	0.309352673329607	0.827376428396627	0.859379991404157	0.235353015277083	0.177772919912966	0.173123069748746	0.26995699594675	0.487950642001739	0.40362156215834	0.496915983472329
cg21053644	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg21071940	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg21078247	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg21101714	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg21125095	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg21126306	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg21160516	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg21169995	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg21179412	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg21203984	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg21244845	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg21267836	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg21336434	0.57123948431232	0.4994390210832	0.260864337504158	0.463783583173938	0.453722766620112	0.397579382357112	0.761822429027324	0.150607732882753	0.275770475098638	0.196246051059545	0.255619960333522	0.439561722362524	0.698000486071838	0.104449056773044	0.586854920363281	0.377092696322044	0.339968881928462	0.31945191454246	0.1675959359173	0.202874477486155	0.394000637911121	0.362498561638813	0.209069368462235	0.547045436617029	0.213921959537946	0.302190876917424	0.19305686282039	0.223627312747073	0.27839685464744	0.816084921759741	0.208415851882889	0.579550061955032	0.342187591479162	0.220153364690769	0.706586870180206	0.382377382119874	0.534574077352175	0.2833947814819	0.67090202539471	0.679638217702443	0.142140671627657	0.888927319465579	0.382603810387875	0.125998039341717	0.194973579531436	0.586219384974088	0.167292116671032	0.378108182736729	0.156690810044173	0.888418815405084	0.223696809493553	0.291967520306503	0.10266178496307	0.690050473185205	0.380198443410464	0.259821487153576	0.181608699304078	0.254394755517962	0.365992954132523	0.419690271323467	0.268556427893376	0.0901609689397381	0.604568332643356	0.672059074919845	0.551095368278458	0.465003997075823	0.242269525487968	0.466005736303512	0.17388514860574	0.25039834529262	0.281735910354752	0.730379391881084	0.386174622905704	0.236059833161788	0.655934571194235	0.443428260457233	0.236747973160913	0.0963545988328236	0.224332061285611	0.429159468252116	0.147811424990366	0.5508784436141	0.0969098024543322	0.462943708547597	0.305130881143963	0.183595470537722	0.444671470510178	0.144188557792044	0.374981604561844	0.69666689798208	0.0810465265587366	0.565493366116664	0.216238626079315	0.0737768514473657	0.289658232640251	0.145960350561864	0.315239983016995	0.420166856434252	0.527061926492961
cg21358429	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg21397124	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg21414905	0.808993006870031	0.888125342794709	0.736394534333349	0.865469269959723	0.791496478140098	0.770444518382778	0.737613503542044	0.58084297664227	0.736665701773334	0.35866641342499	0.734987016591361	0.885723211312961	0.787112114193194	0.497067754636364	0.885918098248694	0.213255567840519	0.640246349830741	0.798255519599505	0.504381145294079	0.506946102817677	0.671016463748817	0.669709645665224	0.41583321753392	0.78426483570183	0.28882323546137	0.884528474508334	0.794714778400064	0.751327609843568	0.728877680932134	0.848689435281865	0.890772100324601	0.372133458005592	0.806185442457257	0.891345287887981	0.824950244203422	0.808716892517028	0.667757309879269	0.561584054039523	0.752010183061708	0.817572931310258	0.8996738234481	0.898781677012441	0.676717842823151	0.898108646760349	0.532669264762888	0.408307723282333	0.924126809154604	0.529023721808454	0.902745084797627	0.864841762015584	0.767875343996302	0.820120157933228	0.221305317331734	0.765652640500337	0.583038839560632	0.692913464623721	0.77398297269801	0.817972980158771	0.886745301474086	0.823960824511107	0.733303495118319	0.525008274683145	0.676329508386133	0.909558127645697	0.793143199340131	0.81045181183157	0.883906648079854	0.834941112191918	0.303711111511839	0.586702054666122	0.49196640552448	0.818882820525192	0.369939220353316	0.566646262816501	0.80432908727749	0.753622473024814	0.465099870696567	0.590987480133695	0.86317226791414	0.304025809994405	0.893182146661414	0.459672698101478	0.346766974432932	0.839377319098444	0.818362620617204	0.491099678137918	0.8216517455524	0.816990454269138	0.911839234629755	0.867892362906174	0.858447726310964	0.822971441175217	0.778742452357433	NA	0.820145322343499	0.861671921757598	0.595103913641736	0.712356214977215	0.860161422637363
cg21429544	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg21443763	0.9339296024693	0.929844192459878	0.950069044719421	0.919495271334757	0.95644578910819	0.778112976120398	0.879340115157569	0.625656176643793	0.908739603295819	0.665145177423469	0.943488764951827	0.962029680264279	0.946337352187256	0.581722076859317	0.941733103348781	0.898459753527463	0.942690909933376	0.829902070390174	0.957928155960795	0.772871221079632	0.680570873768859	0.644183709867661	0.939833704437921	0.817613170252809	0.351381672052669	0.951092656086538	0.960135663015684	0.954392752078315	0.953218767402445	0.950254501180091	0.804014347305643	0.907560532360453	0.954234006205653	0.93800387950654	0.906430987475531	0.923365648731101	0.942342401113865	0.870266464722097	0.952367202173848	0.907460010895627	0.920175362507266	0.729170520697886	0.496171981175644	0.939735994315243	0.937253024238392	0.79622570897243	0.37272487031856	0.475587807858308	0.965694333861602	0.938253070912597	0.650531941686549	0.932173620607454	0.929964594988912	0.921967461972198	0.924708298798374	0.889600691285484	0.919683226474152	0.716920887689394	0.961007569055219	0.946721519685556	0.776333707011766	0.496888596362729	0.9271342243886	0.921218629694588	0.958806284584857	0.952624133903232	0.920521869016395	0.957162116255049	0.687796625303864	0.944962014516173	0.754599737366695	0.927522784048436	0.512083786820042	0.937806927451163	0.936441989728396	0.935667889314475	0.790775890637149	0.874208273867894	0.89588245783231	0.784702123398273	0.713532859402894	0.78851828046415	0.440893354644586	0.921662611174315	0.962802588263191	0.720771691428943	0.705665000720446	0.957653455721854	0.930715476469356	0.935407691533457	0.961162102162077	0.938572430935512	0.954162618445348	0.63175316730524	0.946547492275982	0.968509758277737	0.938266168591512	0.748463897701691	0.950502419532395
cg21469820	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg21483702	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg21502695	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
