A_CpG_ID	TCGA-3G-AB0T-01A	TCGA-XM-A8RH-01A	TCGA-ZB-A96M-01A	TCGA-4V-A9QM-01A	TCGA-4X-A9FB-01A	TCGA-X7-A8DE-01A	TCGA-5G-A9ZZ-01A	TCGA-X7-A8M0-01A	TCGA-XM-A8RI-01A	TCGA-XU-AAY1-01A	TCGA-3Q-A9WF-01A	TCGA-4X-A9FD-01A	TCGA-YT-A95E-01A	TCGA-XM-AAZ3-01A	TCGA-X7-A8M3-01A	TCGA-X7-A8M4-01A	TCGA-X7-A8M1-01A	TCGA-4V-A9QT-01A	TCGA-4V-A9QN-01A	TCGA-XU-A931-01A	TCGA-XU-A92V-01A	TCGA-ZB-A96E-01A	TCGA-X7-A8D6-01A	TCGA-YT-A95G-01A	TCGA-ZC-AAAA-01A	TCGA-XM-A8RD-01A	TCGA-XU-AAXY-01A	TCGA-3G-AB14-01A	TCGA-X7-A8D9-01A	TCGA-4V-A9QQ-01A	TCGA-ZB-A96C-01A	TCGA-X7-A8DC-01A	TCGA-X7-A8D7-01A	TCGA-X7-A8M6-01A	TCGA-X7-A8DD-01A	TCGA-ZB-A96K-01A	TCGA-ZB-A96H-01A	TCGA-XU-A92X-01A	TCGA-XU-A92Q-01A	TCGA-X7-A8DJ-01A	TCGA-YT-A95D-01A	TCGA-ZT-A8OM-01A	TCGA-4X-A9F9-01A	TCGA-ZB-A963-01A	TCGA-4V-A9QW-01A	TCGA-ZB-A961-01A	TCGA-XU-A92T-01A	TCGA-4V-A9QL-01A	TCGA-4X-A9FC-01A	TCGA-3S-A8YW-01A	TCGA-5U-AB0E-01A	TCGA-XU-AAXZ-01A	TCGA-3G-AB0Q-01A	TCGA-4V-A9QX-01A	TCGA-ZB-A96F-01A	TCGA-XU-AAXW-01A	TCGA-XM-AAZ2-01A	TCGA-XU-A930-01A	TCGA-X7-A8DB-01A	TCGA-XM-A8R9-01A	TCGA-ZL-A9V6-01A	TCGA-YT-A95H-01A	TCGA-ZB-A96V-01A	TCGA-4V-A9QJ-01A	TCGA-3S-AAYX-01A	TCGA-ZB-A965-01A	TCGA-ZB-A96B-01A	TCGA-XU-AAXX-01A	TCGA-X7-A8M7-01A	TCGA-XU-AAY0-01A	TCGA-YT-A95F-01A	TCGA-X7-A8DF-01A	TCGA-4V-A9QS-01A	TCGA-XU-AAXV-01A	TCGA-XH-A853-01A	TCGA-3G-AB19-01A	TCGA-5K-AAAP-01A	TCGA-ZB-A96O-01A	TCGA-XM-AAZ1-01A	TCGA-ZB-A96G-01A	TCGA-X7-A8M5-01A	TCGA-5V-A9RR-01A	TCGA-ZC-AAAH-01A	TCGA-X7-A8M8-01A	TCGA-XM-A8RC-01A	TCGA-X7-A8DI-01A	TCGA-ZC-AAA7-01A	TCGA-ZB-A96L-01A	TCGA-XU-A92W-01A	TCGA-ZB-A96Q-01A	TCGA-XU-A92R-01A	TCGA-ZC-AAAF-01A	TCGA-XM-A8RL-01A	TCGA-5U-AB0D-01A	TCGA-3T-AA9L-01A	TCGA-ZB-A96A-01A	TCGA-XU-A92U-01A	TCGA-4V-A9QI-01A	TCGA-XM-A8RG-01A	TCGA-XU-A92Y-01A	TCGA-XU-A933-01A	TCGA-XU-A92Z-01A	TCGA-XU-A936-01A	TCGA-ZB-A96D-01A	TCGA-ZB-A966-01A	TCGA-3G-AB0O-01A	TCGA-ZB-A962-01A	TCGA-XM-A8RB-01A	TCGA-ZB-A964-01A	TCGA-XM-A8R8-01A	TCGA-XU-A932-01A	TCGA-4V-A9QR-01A	TCGA-ZB-A96I-01A	TCGA-ZB-A96R-01A	TCGA-4X-A9FA-01A	TCGA-XM-A8RE-01A	TCGA-X7-A8DG-01A	TCGA-X7-A8D8-01A	TCGA-4V-A9QU-01A	TCGA-XM-A8RF-01A	TCGA-XU-A92O-01A	TCGA-ZB-A96P-01A	TCGA-5U-AB0F-01A	TCGA-ZB-A969-01A
cg24512770	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg24524735	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg24531568	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg24536474	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg24537973	0.846418293466315	0.885104048960938	0.826233027452079	0.847005994107543	0.834799214670542	0.801895860277894	0.802091819107851	0.602926161017977	0.73820695679321	0.854176477030663	0.893685141907981	0.886551853211736	0.897787762480494	0.633525089563466	0.902258771711992	0.902485729314682	0.93031199403251	0.90746653251131	0.900108428008317	0.764334127689266	0.891124313956655	0.729158090235094	0.909914028316739	0.872430686551921	0.886130350554812	0.837699460931978	0.861022768025608	0.871017501181738	0.905995527773287	0.88826573299067	0.87462222383119	0.875357651223121	0.87848801806047	0.900907176573199	0.924980331959426	0.885030889825986	0.526390170686984	0.832835949228013	0.82011789087824	0.800826802292476	0.845973842934045	0.863713197498789	0.907667498520725	0.892982908358149	0.895765308796534	0.795598603134796	0.861896492631215	0.838384877518459	0.924229673667619	0.752430670965499	0.805513617996955	0.853859059396616	0.822123531438788	0.909308698168319	0.897148002269145	0.885225246962081	0.873207270003607	0.773520087410618	0.909955840013792	0.676203231074557	0.861863735007061	0.919517812516844	0.462062845171096	0.845127909967974	0.890936415016729	0.716839133376772	0.913289708121572	0.871328540220341	0.953163973134699	0.868905492131786	0.878202009934594	0.891723124990633	0.825521955086384	0.878620824675878	0.922738969066076	0.829476899518198	0.847795522411276	0.878766296864485	0.90263388668764	0.921632316085541	0.536953150181035	0.820618710767821	0.883277078993524	0.923711036190781	0.802123546522147	0.921950234572701	0.370475454896774	0.839078999149338	0.918455356008902	0.86292872059005	0.726186202636313	0.831604991854207	0.901641889712485	0.470077312084808	0.903709287519363	0.880740529526859	0.909883330542437	0.94323838833437	0.872257885663729	0.893392199881167	0.695167755126106	0.729683276107201	0.577270336809163	0.882877015196534	0.759581603952426	0.918212846648372	0.45921772317556	0.900328993673344	0.847312292703481	0.657775553865188	0.866164107102567	0.801846016420052	0.836960594183415	0.903794616022745	0.841872400614122	0.916804445361528	0.902004098996296	0.868723495195799	0.895659024682348	0.892381863825085	0.417440456125693	0.915753473873742	0.875709826945569	0.814573505869731
cg24546349	0.539423968246883	0.747509037063429	0.732022422158388	0.739079048730378	0.770816325017531	0.494689340327026	0.540286320280836	0.43235826922378	0.661426126307701	0.525506775825497	0.688940815728667	0.608215609198477	0.775273450665984	0.503484352635772	0.411537359328194	0.65240877039821	0.608792265034422	0.630324536485971	0.836281885176461	0.668272272996618	0.776297589956781	0.603230639788914	0.607812784043922	0.671936938974395	0.576466899602823	0.695277747010646	0.696593911240574	0.740548119536854	0.749833357631408	0.530713261866834	0.567055620042279	0.601086950623347	0.668630440025657	0.618025274063585	0.655807630179498	0.667501410450003	0.549009273713109	0.69610122751897	0.556874113904428	0.614403902637999	0.587350018289154	0.65231699055038	0.745229007179402	0.651925247444751	0.65092180884301	0.734704278092583	0.588236297224339	0.688889181039839	0.641306827480654	0.41394110727353	0.553266412296486	0.643566107429871	0.807712982971257	0.626661994375669	0.706848420525447	0.640053296033328	0.808241917207925	0.722728965183037	0.500616864018436	0.582056988441947	0.561364366979318	0.684410181457394	0.507090186913036	0.678610866289757	0.726221905197109	0.490997531310001	0.737679240024401	0.675828219114808	0.686921467139955	0.813426990082269	0.624859938039208	0.664543651282601	0.676176768365627	0.670540345371711	0.559136834258751	0.548551960735358	0.83386900345762	0.569623370215396	0.564575602409318	0.738095998625501	0.54664710539417	0.577959505956517	0.675815299208516	0.670792836730492	0.50615792201284	0.451130565492991	0.443786934272804	0.583274006016603	0.667200619362681	0.666325017068096	0.701537101430935	0.627837812881886	0.556719936205801	0.347029086080098	0.63012339364066	0.751574176229396	0.804034588630636	0.716596222615203	0.818035269394063	0.6345153105078	0.64976553145391	0.783856119966222	0.43973990585395	0.75539644036959	0.49563863138907	0.613495905841685	0.804171377254703	0.746812998395249	0.242279338941003	0.643601314681334	0.699133513669482	0.715908799673037	0.347038101169797	0.669256480003977	0.576469891285047	0.699828562545223	0.748392848989892	0.6226484747855	0.661209156609763	0.514283432797087	0.540587453697086	0.790342741960647	0.612724540847054	0.847131763907559
cg24575638	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg24581736	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg24619998	0.893269226011709	0.875939088402492	0.931409080704583	0.901943142441334	0.912708936447526	0.908468326699912	0.865079386648165	0.876395346329628	0.905520336666523	0.885121183374792	0.916365038877582	0.918575934933284	0.911388865240658	0.883089073120139	0.954592174116794	0.923315379627996	0.903108388429856	0.889308479927154	0.92720051017647	0.916247954326489	0.927433686162155	0.886646552284543	0.918041254766388	0.896802364448314	0.89453698518441	0.904604279322605	0.872749641620254	0.887216254518608	0.942384546440684	0.888298961238566	0.924405068919177	0.904078727738876	0.8968046948858	0.926309807127748	0.905737400218517	0.922297799812224	0.928164550100508	0.900880663878691	0.888146378874968	0.920904606129642	0.940712822493771	0.907785410073658	0.89114814414379	0.90602229130828	0.876738017572636	0.830813983588396	0.948357961935736	0.880794615058432	0.916944703910444	0.902244690127072	0.925360874611617	0.830530794555285	0.948370069538493	0.921396859456157	0.906008550350029	0.848905177997065	0.94120082763598	0.836938711181443	0.905446971506619	0.828755148530907	0.925285672650859	0.899971152346513	0.774895518528531	0.892558750862289	0.919660517855575	0.916109046667586	0.901518148805632	0.889514796168543	0.905057984357034	0.92646564075835	0.93084221221893	0.904426818186548	0.915597017601392	0.89436416072517	0.888190529160837	0.861376599265467	0.875183838263708	0.887732027076155	0.887530426964776	0.912453974063411	0.818171789398554	0.88462894147161	0.873153748452438	0.934230819263934	0.949830872351176	0.922752963274068	0.850237765959346	0.926015831736352	0.923897410203251	0.925007433232148	0.924928260517354	0.896161969049742	0.898393443447065	0.893683142143125	0.919143092230391	0.889884391322857	0.92526320067355	0.885033732273391	0.951230631179039	0.907826771394921	0.809703444980303	0.90607448807052	0.764966059381751	0.883868309762558	0.821440978882981	0.905375471888065	0.928820066872063	0.880501967431827	0.944760555132091	0.717164679841434	0.888443247866641	0.939328453316947	0.863256026081912	0.895768813180759	0.921894273751377	0.896029383499459	0.919635505840873	0.931274162555506	0.923981103800637	0.913793421617572	0.911508990304677	0.9177198050097	0.908449750787773	0.903718537989879
cg24620463	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg24651708	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg24651790	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg24686187	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg24702069	0.388044261007479	0.082311882477039	0.388806178744054	0.0813151931582728	0.344120517313487	0.723173440203503	0.174033533473112	0.691424470607949	0.724354051476656	0.0942620964454778	0.38386476791992	0.288827198522766	0.0672070260587895	0.0808354843794542	0.0676940462492981	0.407252262660106	0.074398927146737	0.325960414814766	0.0471157872912901	0.101213533866888	0.463093933542905	0.228322813415615	0.0662138701817862	0.0997819873616378	0.167196556510585	0.0648076634117336	0.0564401790584247	0.431775181264342	0.109754479965247	0.108347457060671	0.0610140722589757	0.461507499030644	0.128836310567337	0.433445315140076	0.331762136912782	0.0532854867552581	0.0551861166745312	0.601533732055516	0.0687646765456712	0.0980491027879767	0.730261878165904	0.139854151849326	0.434942263137923	0.0625954346065889	0.0829207777731694	0.370865265293729	0.638545441016487	0.344670397980475	0.184482713018793	0.1316329309161	0.288725655130306	0.130303338118402	0.0744952884997024	0.0700859818520677	0.503501981878218	0.083879725956098	0.561306558186308	0.104378486312773	0.0464674916881968	0.295601998397478	0.462102099993259	0.096926870533221	0.0869573727160932	0.177226378065605	0.351604219081289	0.0655971137686215	0.507909359507852	0.145283203696666	0.0543313629031075	0.0703095411598177	0.0693648258761951	0.118349771606555	0.0713148348587771	0.464913177401353	0.133530709824261	0.107401684208525	0.410648585306551	0.139086430027403	0.0585735186122276	0.120174828967263	0.427937088484105	0.258245349678752	0.480667578320454	0.503791514783136	0.44495857135667	0.0517076640472962	0.0550576814965893	0.0809181403681082	0.20204041099096	0.0523845084249983	0.0758134936237687	0.0594459668492225	0.408213268415427	0.340916636937178	0.364395805695134	0.116607836664468	0.21035965161347	0.0674686903163513	0.628563652807938	0.42428367772084	0.108652149682436	0.215015219386677	0.135369413043549	0.57538144089934	0.0983907778548417	0.128696398580585	0.0595892213704343	0.516457436771752	0.0677784817565094	0.088001173259404	0.132782691368963	0.210850202381005	0.0734924408396919	0.142748816125554	0.145371771602587	0.0725896123525829	0.297039376248666	0.253675761578787	0.331414756541696	0.924304155572307	0.0595829959208679	0.0633484925728049	0.093608222856788	0.147110647123708
cg24704082	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg24707982	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg24732062	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg24808545	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg24871371	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg24874998	0.769871448511771	0.783576131149423	0.713027887298327	0.912392934381118	0.867422030682628	0.771219405345284	0.537135076078315	0.71837177476355	0.737381413157812	0.786448561111611	0.881914183865803	0.840649955183415	0.768516987281169	0.51109464339658	0.515269962507081	0.819782610953652	0.845037827437674	0.830107915940193	0.655594602528686	0.861641074748071	0.47025949060691	0.871595490457885	0.824546697696548	0.775510780146707	0.820192202334918	0.815266814949809	0.782652994817019	0.893693438715223	0.926507076481264	0.881425797500555	0.292971498304528	0.796222213688065	0.830749204976431	0.883172100124894	0.866896538692904	0.806856249483832	0.214483087726767	0.675518851203557	0.625509431252351	0.803150724370189	0.92097254183193	0.776654166656796	0.839758404400294	0.77075788501454	0.722568734666945	0.818780948490373	0.131975695621088	0.767522614841687	0.777484505962355	0.325296613089769	0.888824288428018	0.708160995942275	0.763430099617192	0.805320853977667	0.756607085690965	0.801675565750257	0.928013906453484	0.426988754202645	0.85772284588443	0.645106137715372	0.242682305499267	0.779506143101171	0.553667112334818	0.809776702587054	0.8397331266038	0.458949916434074	0.880282728361575	0.756050407415844	0.8641416601484	0.877744744933453	0.525027296972331	0.832450732574668	0.894348020297623	0.873467900059685	0.877763100345645	0.584788931075135	0.627657763128027	0.823393008325764	0.830410278512722	0.854730386945395	0.547472858416617	0.911214739637708	0.805191299409574	0.869029784750692	0.729003115942106	0.90863566379758	0.363663336847337	0.414955221932575	0.757977849652075	0.773415358168127	0.698170584013593	0.817469992469272	0.797140946766669	0.277218149832823	0.819207476335038	0.7512440459871	0.892131491678195	0.802241975532928	0.545177487434328	0.79134098195887	0.716205251094879	0.839378069667917	0.67197288162374	0.864557006175179	0.736595310473283	0.842206524399487	0.152616419935101	0.772370243982201	0.56310690064252	0.493693192662682	0.86660155102123	0.820793534736663	0.809244538167867	0.875505037116611	0.308563142673732	0.807311433421477	0.832726647251904	0.872576881265765	0.842946876310917	0.925961531486715	0.346610158623253	0.836777378279732	0.867754196537398	0.876940095609724
cg24902362	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
